Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_024392	Listeria phage LP-114	116	18	4.31
NC_004664	Streptomyces phage phiBT1	55	59	14.55
NC_024696	Elephant endotheliotropic herpesvirus 5	115	5	0.87
NC_008689	Staphylococcus phage Pvl108	59	9	5.08
NC_020876	Mycobacterium phage First	95	50	7.37
NC_010326	Pseudomonas phage LUZ19	54	1	1.85
NC_016417	Grapevine leafroll-associated virus 6	6	20	16.67
NC_021562	Vibrio phage VFJ	12	2	8.33
NC_003401	Macacine gammaherpesvirus 5	89	14	3.37
NC_018854	Escherichia phage ECBP1	82	4	3.66
NC_021772	Salmonella phage FSL SP-058	86	23	8.14
NC_004084	Natrialba phage PhiCh1	98	46	4.08
NC_009382	Ralstonia phage RSA1	51	24	5.88
NC_019490	Riemerella phage RAP44	80	23	8.75
NC_002730	Salmonella phage HK620	58	33	13.79
NC_014467	Enterobacteria phage RB16	270	54	8.89
NC_024787	Listeria phage LMTA-148	177	6	2.82
NC_009878	Mycobacterium phage Bethlehem	87	47	5.75
NC_004735	Rhodothermus phage RM378	146	55	7.53
NC_002703	Lactococcus phage Tuc2009	56	27	10.71
NC_011043	Klebsiella phage K11	51	67	23.53
NC_008585	Raspberry leaf mottle virus	10	6	10.00
NC_022973	Mycobacterium phage Conspiracy	86	67	8.14
NC_016650	Rhodococcus phage RGL3	66	75	9.09
NC_024771	Equid alphaherpesvirus 3	80	9	1.25
NC_023728	Mycobacterium phage DeadP	106	12	3.77
NC_008196	Mycobacterium phage Llij	100	22	5.00
NC_019516	Cyanophage S-TIM5	180	133	13.89
NC_007023	Enterobacteria phage RB43	292	47	6.85
NC_023740	Mycobacterium phage JacAttac	102	3	1.96
NC_022767	Bacillus phage Staley	113	10	6.19
NC_019505	Escherichia phage wV7	273	32	5.13
NC_011054	Mycobacterium phage Boomer	105	14	1.90
NC_025426	Staphylococcus phage P108	226	31	3.10
NC_004167	Bacillus phage phi105	51	13	7.84
NC_010945	Streptococcus phage PH15	60	4	3.33
NC_014635	Aeromonas phage phiAS4	271	48	8.86
NC_013590	Felid alphaherpesvirus 1	77	8	3.90
NC_023582	Staphylococcus phage vB_SepS_SEP9	129	38	10.08
NC_021073	Vibrio phage henriette 12B8	154	62	8.44
NC_021857	Shigella phage SfII	58	49	15.52
NC_023841	Dunaliella viridis virus SI2	51	73	15.69
NC_013646	Enterococcus phage phiFL1A	61	24	6.56
NC_009818	Pseudomonas phage MP22	51	1	1.96
NC_025421	Lactobacillus phage Ld3	49	7	8.16
NC_007497	Burkholderia phage Bcep176	81	28	9.88
NC_008799	Staphylococcus phage phiETA3	68	2	1.47
NC_004913	Escherichia Stx1 converting phage	167	15	4.19
NC_024793	Escherichia phage vB_EcoS_AHP42	76	30	7.89
NC_010105	Escherichia phage JS98	266	36	7.14
NC_004688	Mycobacterium phage Omega	237	141	6.33
NC_019539	Salmonella phage Ent1	58	9	8.62
NC_015280	Prochlorococcus phage P-HM1	241	347	26.14
NC_004302	Lactococcus phage r1t	50	8	6.00
NC_013649	Klebsiella phage KP34	57	11	10.53
NC_010811	Ralstonia phage phiRSL1	343	70	4.96
NC_020880	Leuconostoc phage P793	38	1	2.63
NC_022975	Mycobacterium phage HanShotFirst	91	48	10.99
NC_009540	Escherichia virus TLS	87	29	8.05
NC_005066	Enterobacteria phage RB49	279	40	8.24
NC_019416	Stenotrophomonas phage IME15	45	43	24.44
NC_023589	Shigella phage pSb-1	103	4	2.91
NC_001987	Ateline gammaherpesvirus 3	71	19	5.63
NC_009990	Thalassomonas phage BA3	47	62	27.66
NC_007056	Staphylococcus phage EW	77	13	3.90
NC_015328	Sweet potato caulimo-like virus	4	1	25.00
NC_025412	Melbournevirus	403	84	5.21
NC_015720	Gordonia phage GTE2	57	8	5.26
NC_015266	Burkholderia phage KL3	52	9	9.62
NC_019526	Enterobacteria phage vB_KleM-RaK2	534	254	8.61
NC_019715	Enterobacterial phage mEp234	61	26	16.39
NC_004689	Mycobacterium phage Barnyard	109	1	0.92
NC_023738	Mycobacterium phage Thibault	216	100	7.41
NC_004585	Streptococcus phage 315.2	60	9	8.33
NC_015272	Pseudomonas phage KPP10	158	39	8.23
NC_000871	Streptococcus phage Sfi19	45	1	2.22
NC_023687	Mycobacterium phage Bruns	96	21	7.29
NC_018832	Providencia phage Redjac	41	19	17.07
NC_018087	Acinetobacter phage ZZ1	256	38	7.03
NC_010392	Phage Gifsy-1	58	34	18.97
NC_023883	Cyanoramphus nest associated circular X DNA virus	2	1	50.00
NC_025447	Escherichia phage 121Q	611	293	8.35
NC_028808	Escherichia phage SUSP1	139	25	6.47
NC_026923	Synechococcus phage ACG-2014d	218	302	29.82
NC_012530	Lactobacillus virus Lb338-1	199	22	2.01
NC_020484	Pelagibacter phage HTVC008M	198	423	44.95
NC_004740	Staphylococcus phage phiN315	65	12	9.23
NC_023731	Mycobacterium phage Trixie	92	59	9.78
NC_001317	Escherichia virus 186	46	1	2.17
NC_008202	Mycobacterium phage Halo	64	10	1.56
NC_016071	Salmonella phage PVP-SE1	244	53	8.20
NC_020872	Cyanophage SS120-1	52	93	23.08
NC_021063	Mycobacterium phage vB_MapS_FF47	73	13	4.11
NC_022233	Suid betaherpesvirus 2	80	4	2.50
NC_025462	Acinetobacter phage vB_AbaM_Acibel004	156	24	6.41
NC_023584	Synechococcus phage S-MbCM100	210	289	31.43
NC_021783	Salmonella phage iEPS5	73	23	10.96
NC_019541	Acinetobacter phage Bphi-B1251	62	26	6.45
NC_001648	Cassava vein mosaic virus	5	1	20.00
NC_016762	Pseudomonas phage phi297	69	75	17.39
NC_007814	Bacillus phage Fah	50	12	4.00
NC_022331	Mycobacterium phage Bane1	94	15	5.32
NC_020878	Prochlorococcus phage P-GSP1	49	79	22.45
NC_016161	Pediococcus phage clP1	57	8	5.26
NC_004682	Mycobacterium phage Bxz2	86	76	12.79
NC_021792	Cellulophaga phage phi46:3	121	60	13.22
NC_022342	Propionibacterium phage PHL111M01	45	1	2.22
NC_004124	Sweet potato chlorotic stunt virus	7	7	14.29
NC_022986	Pseudomonas phage PAK_P4	172	45	10.47
NC_024143	Mycobacterium phage Lamina13	96	45	8.33
NC_022770	Bacillus phage Pony	48	26	10.42
NC_014461	Mycobacterium phage bron	123	34	7.32
NC_020850	Vibrio phage VBM1	56	2	3.57
NC_008296	Synechococcus phage syn9	226	309	29.20
NC_021330	Halovirus HCTV-1	160	38	6.25
NC_020869	Tetraselmis viridis virus S1	24	1	4.17
NC_003027	Lumpy skin disease virus NI-2490	156	13	1.92
NC_014663	Acinetobacter phage Acj9	253	35	6.72
NC_022072	Blackberry vein banding associated virus	11	12	9.09
NC_006063	Potato yellow vein virus	5	1	20.00
NC_009761	Staphylococcus phage tp310-1	59	11	6.78
NC_027981	Vibrio phage VP585	58	21	12.07
NC_023560	Oenococcus phage phiS13	54	6	1.85
NC_021317	Salmonella phage L13	28	6	10.71
NC_019934	Cronobacter phage ENT39118	38	50	28.95
NC_004685	Mycobacterium phage Corndog	122	28	4.92
NC_013668	Anguillid herpesvirus 1	134	14	3.73
NC_013059	Salmonella phage g341c	68	75	14.71
NC_005065	Little cherry virus 2	10	12	10.00
NC_001998	Guinea pig Chlamydia phage	9	4	33.33
NC_008291	Taterapox virus	225	40	2.22
NC_019500	Enterobacteria phage Bp7	263	39	6.46
NC_012753	Streptococcus phage 5093	48	23	4.17
NC_022976	Mycobacterium phage Nala	147	68	6.80
NC_019414	Streptomyces phage R4	86	24	6.98
NC_014459	Mycobacterium phage CrimD	95	16	6.32
NC_013936	Mycobacterium virus Ardmore	87	8	3.45
NC_003524	Clostridium phage phi3626	50	26	12.00
NC_015569	Synechococcus phage S-CRM01	297	164	18.86
NC_022754	Salmonella phage SETP7	67	17	11.94
NC_007346	Emiliania huxleyi virus 86	472	108	3.39
NC_017968	Staphylococcus phage TEM123	43	8	9.30
NC_023722	Rhodococcus phage ReqiPine5	84	13	10.71
NC_007603	Escherichia virus Rtp	75	21	8.00
NC_021298	Streptomyces phage Lika	75	120	12.00
NC_018851	Propionibacterium phage ATCC29399B_C	46	1	2.17
NC_003298	Enterobacteria phage T3	55	84	21.82
NC_011104	Lactobacillus phage Lrm1	54	11	11.11
NC_021802	Cellulophaga phage phi10:1	106	34	15.09
NC_022762	Lactobacillus phage phiLdb	59	34	11.86
NC_023724	Mycobacterium phage Larva	97	25	8.25
NC_023730	Mycobacterium phage Redi	69	24	2.90
NC_005264	Psittacid alphaherpesvirus 1	77	6	1.30
NC_016165	Rhodobacter phage RcapMu	58	14	6.90
NC_023723	Mycobacterium phage Aeneas	99	45	8.08
NC_022979	Mycobacterium phage Graduation	97	44	9.28
NC_024364	Listeria phage List-36	174	13	2.30
NC_020205	Xanthomonas citri phage CP2	40	30	32.50
NC_012698	Cassava brown streak virus	2	1	50.00
NC_021308	Mycobacterium phage HINdeR	84	57	14.29
NC_022765	Bacillus virus Riggi	79	50	5.06
NC_005179	Yaba monkey tumor virus	140	12	2.14
NC_014789	Ostreococcus tauri virus 2	237	299	21.94
NC_009016	Vibrio phage VP882	71	26	11.27
NC_022791	Streptococcus phage phiBHN167	49	12	6.12
NC_014229	Streptomyces phage phiSASD1	43	12	6.98
NC_004683	Mycobacterium phage Che9c	84	3	2.38
