Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_023611	Invertebrate iridescent virus 30	177	128	8.47
NC_018837	Pectobacterium phage My1	149	94	14.09
NC_021557	Rhizobium phage RR1-B	52	4	5.77
NC_015937	Thermus phage TMA	168	105	6.55
NC_029132	Macropodid alphaherpesvirus 1	76	55	5.26
NC_019720	Enterobacterial phage mEp213	74	60	17.57
NC_001418	Pseudomonas phage Pf3	9	15	11.11
NC_023717	Cronobacter phage CR9	281	53	5.69
NC_021781	Listeria phage LP-125	189	45	4.76
NC_003288	Staphylococcus phage phiETA	66	2	3.03
NC_008370	Lactococcus virus 712	55	22	3.64
NC_012884	Streptococcus phage M102	41	4	9.76
NC_022054	Mycobacterium phage Muddy	71	16	4.23
NC_003529	Mamestra configurata nucleopolyhedrovirus A	169	18	2.37
NC_023688	Aeromonas phage PX29	330	98	9.09
NC_021867	Flavobacterium phage 6H	63	77	9.52
NC_024205	Bacillus phage Hoody T	270	74	2.96
NC_024363	Mycobacterium phage Manad	101	12	4.95
NC_021776	Vibrio phage VPMS1	53	1	1.89
NC_022967	Pseudomonas phage PAK_P2	176	35	7.39
NC_028891	Hawaiian green turtle herpesvirus	15	2	6.67
NC_024388	Leuconostoc phage phiLN34	41	4	4.88
NC_024392	Listeria phage LP-114	116	25	5.17
NC_004664	Streptomyces phage phiBT1	55	67	10.91
NC_024696	Elephant endotheliotropic herpesvirus 5	115	9	1.74
NC_008689	Staphylococcus phage Pvl108	59	18	3.39
NC_020876	Mycobacterium phage First	95	56	9.47
NC_010326	Pseudomonas phage LUZ19	54	3	5.56
NC_016417	Grapevine leafroll-associated virus 6	6	41	16.67
NC_021562	Vibrio phage VFJ	12	8	8.33
NC_003401	Macacine gammaherpesvirus 5	89	24	4.49
NC_018854	Escherichia phage ECBP1	82	7	8.54
NC_021772	Salmonella phage FSL SP-058	86	34	6.98
NC_004084	Natrialba phage PhiCh1	98	79	4.08
NC_009382	Ralstonia phage RSA1	51	36	25.49
NC_019490	Riemerella phage RAP44	80	24	8.75
NC_002730	Salmonella phage HK620	58	62	17.24
NC_014467	Enterobacteria phage RB16	270	98	9.63
NC_024787	Listeria phage LMTA-148	177	27	5.08
NC_009878	Mycobacterium phage Bethlehem	87	22	6.90
NC_004735	Rhodothermus phage RM378	146	78	7.53
NC_002703	Lactococcus phage Tuc2009	56	34	14.29
NC_011043	Klebsiella phage K11	51	49	27.45
NC_008585	Raspberry leaf mottle virus	10	11	10.00
NC_022973	Mycobacterium phage Conspiracy	86	40	10.47
NC_016650	Rhodococcus phage RGL3	66	58	13.64
NC_024771	Equid alphaherpesvirus 3	80	21	1.25
NC_023728	Mycobacterium phage DeadP	106	13	4.72
NC_008196	Mycobacterium phage Llij	100	23	4.00
NC_009889	RD114 retrovirus	2	1	50.00
NC_019516	Cyanophage S-TIM5	180	209	15.56
NC_007023	Enterobacteria phage RB43	292	92	7.53
NC_023740	Mycobacterium phage JacAttac	102	11	3.92
NC_022767	Bacillus phage Staley	113	19	7.08
NC_019505	Escherichia phage wV7	273	53	7.33
NC_011054	Mycobacterium phage Boomer	105	24	3.81
NC_025426	Staphylococcus phage P108	226	57	3.54
NC_004167	Bacillus phage phi105	51	38	17.65
NC_010945	Streptococcus phage PH15	60	2	3.33
NC_014635	Aeromonas phage phiAS4	271	82	8.86
NC_013590	Felid alphaherpesvirus 1	77	17	3.90
NC_023582	Staphylococcus phage vB_SepS_SEP9	129	47	11.63
NC_021073	Vibrio phage henriette 12B8	154	123	11.04
NC_021857	Shigella phage SfII	58	82	22.41
NC_023841	Dunaliella viridis virus SI2	51	94	21.57
NC_013646	Enterococcus phage phiFL1A	61	30	11.48
NC_009818	Pseudomonas phage MP22	51	2	3.92
NC_025421	Lactobacillus phage Ld3	49	3	6.12
NC_007497	Burkholderia phage Bcep176	81	52	18.52
NC_008799	Staphylococcus phage phiETA3	68	1	1.47
NC_004913	Escherichia Stx1 converting phage	167	39	8.38
NC_024793	Escherichia phage vB_EcoS_AHP42	76	21	7.89
NC_010105	Escherichia phage JS98	266	49	9.40
NC_004688	Mycobacterium phage Omega	237	213	7.59
NC_019539	Salmonella phage Ent1	58	20	10.34
NC_015280	Prochlorococcus phage P-HM1	241	522	27.39
NC_004302	Lactococcus phage r1t	50	5	4.00
NC_013649	Klebsiella phage KP34	57	18	12.28
NC_010811	Ralstonia phage phiRSL1	343	136	5.83
NC_022975	Mycobacterium phage HanShotFirst	91	33	9.89
NC_009540	Escherichia virus TLS	87	37	8.05
NC_005066	Enterobacteria phage RB49	279	55	8.60
NC_019416	Stenotrophomonas phage IME15	45	33	24.44
NC_023589	Shigella phage pSb-1	103	7	5.83
NC_005068	Cryptophlebia leucotreta granulovirus	128	4	0.78
NC_001987	Ateline gammaherpesvirus 3	71	34	5.63
NC_009990	Thalassomonas phage BA3	47	71	25.53
NC_007056	Staphylococcus phage EW	77	23	9.09
NC_025412	Melbournevirus	403	134	5.46
NC_015720	Gordonia phage GTE2	57	16	3.51
NC_015266	Burkholderia phage KL3	52	24	25.00
NC_019526	Enterobacteria phage vB_KleM-RaK2	534	408	8.99
NC_019715	Enterobacterial phage mEp234	61	49	27.87
NC_004689	Mycobacterium phage Barnyard	109	10	1.83
NC_023738	Mycobacterium phage Thibault	216	157	10.19
NC_004585	Streptococcus phage 315.2	60	12	5.00
NC_015272	Pseudomonas phage KPP10	158	43	6.33
NC_027016	Papio ursinus cytomegalovirus	84	2	1.19
NC_000871	Streptococcus phage Sfi19	45	1	2.22
NC_023687	Mycobacterium phage Bruns	96	14	7.29
NC_018832	Providencia phage Redjac	41	26	14.63
NC_018087	Acinetobacter phage ZZ1	256	79	10.94
NC_010392	Phage Gifsy-1	58	46	22.41
NC_025447	Escherichia phage 121Q	611	450	7.86
NC_028808	Escherichia phage SUSP1	139	41	7.19
NC_026923	Synechococcus phage ACG-2014d	218	427	33.49
NC_012530	Lactobacillus virus Lb338-1	199	38	1.51
NC_020484	Pelagibacter phage HTVC008M	198	606	42.93
NC_004740	Staphylococcus phage phiN315	65	24	10.77
NC_023731	Mycobacterium phage Trixie	92	53	13.04
NC_001317	Escherichia virus 186	46	14	26.09
NC_008202	Mycobacterium phage Halo	64	20	4.69
NC_016071	Salmonella phage PVP-SE1	244	90	9.43
NC_020872	Cyanophage SS120-1	52	103	28.85
NC_021063	Mycobacterium phage vB_MapS_FF47	73	15	2.74
NC_022233	Suid betaherpesvirus 2	80	8	2.50
NC_025462	Acinetobacter phage vB_AbaM_Acibel004	156	30	6.41
NC_002794	Tupaiid betaherpesvirus 1	158	2	0.63
NC_023584	Synechococcus phage S-MbCM100	210	407	30.48
NC_021783	Salmonella phage iEPS5	73	26	8.22
NC_019541	Acinetobacter phage Bphi-B1251	62	30	4.84
NC_016762	Pseudomonas phage phi297	69	128	23.19
NC_007814	Bacillus phage Fah	50	30	14.00
NC_022331	Mycobacterium phage Bane1	94	17	6.38
NC_020878	Prochlorococcus phage P-GSP1	49	100	24.49
NC_016161	Pediococcus phage clP1	57	4	1.75
NC_004682	Mycobacterium phage Bxz2	86	66	13.95
NC_021792	Cellulophaga phage phi46:3	121	31	7.44
NC_022342	Propionibacterium phage PHL111M01	45	1	2.22
NC_004124	Sweet potato chlorotic stunt virus	7	13	14.29
NC_022986	Pseudomonas phage PAK_P4	172	35	7.56
NC_024143	Mycobacterium phage Lamina13	96	26	6.25
NC_022770	Bacillus phage Pony	48	51	16.67
NC_014461	Mycobacterium phage bron	123	36	9.76
NC_020850	Vibrio phage VBM1	56	5	1.79
NC_008296	Synechococcus phage syn9	226	454	34.07
NC_021330	Halovirus HCTV-1	160	83	6.25
NC_020869	Tetraselmis viridis virus S1	24	1	4.17
NC_003027	Lumpy skin disease virus NI-2490	156	18	3.21
NC_002362	Vibrio phage VfO3K6	10	2	10.00
NC_014663	Acinetobacter phage Acj9	253	54	11.07
NC_022072	Blackberry vein banding associated virus	11	32	9.09
NC_006063	Potato yellow vein virus	5	2	20.00
NC_009761	Staphylococcus phage tp310-1	59	23	6.78
NC_027981	Vibrio phage VP585	58	29	18.97
NC_023560	Oenococcus phage phiS13	54	9	1.85
NC_021317	Salmonella phage L13	28	15	10.71
NC_019934	Cronobacter phage ENT39118	38	100	34.21
NC_004685	Mycobacterium phage Corndog	122	40	6.56
NC_013668	Anguillid herpesvirus 1	134	26	4.48
NC_013059	Salmonella phage g341c	68	100	19.12
NC_005065	Little cherry virus 2	10	32	10.00
NC_001998	Guinea pig Chlamydia phage	9	2	22.22
NC_008291	Taterapox virus	225	52	2.67
NC_019500	Enterobacteria phage Bp7	263	63	10.27
NC_012753	Streptococcus phage 5093	48	35	4.17
NC_022976	Mycobacterium phage Nala	147	121	8.84
NC_019414	Streptomyces phage R4	86	36	8.14
NC_014459	Mycobacterium phage CrimD	95	29	5.26
NC_013936	Mycobacterium virus Ardmore	87	6	3.45
NC_003524	Clostridium phage phi3626	50	56	12.00
NC_015569	Synechococcus phage S-CRM01	297	239	20.54
NC_022754	Salmonella phage SETP7	67	27	11.94
NC_007346	Emiliania huxleyi virus 86	472	161	4.03
NC_017968	Staphylococcus phage TEM123	43	20	9.30
NC_023722	Rhodococcus phage ReqiPine5	84	20	10.71
NC_007603	Escherichia virus Rtp	75	24	9.33
NC_021298	Streptomyces phage Lika	75	204	13.33
NC_018851	Propionibacterium phage ATCC29399B_C	46	2	4.35
NC_003298	Enterobacteria phage T3	55	52	25.45
NC_011104	Lactobacillus phage Lrm1	54	8	7.41
NC_021802	Cellulophaga phage phi10:1	106	19	8.49
NC_022762	Lactobacillus phage phiLdb	59	22	8.47
NC_023724	Mycobacterium phage Larva	97	31	6.19
NC_023730	Mycobacterium phage Redi	69	58	5.80
NC_005264	Psittacid alphaherpesvirus 1	77	9	2.60
NC_016165	Rhodobacter phage RcapMu	58	26	12.07
NC_023723	Mycobacterium phage Aeneas	99	27	5.05
NC_022979	Mycobacterium phage Graduation	97	41	10.31
NC_024364	Listeria phage List-36	174	38	5.75
NC_001461	Bovine viral diarrhea virus 1	1	1	100.00
NC_020205	Xanthomonas citri phage CP2	40	56	35.00
NC_012698	Cassava brown streak virus	2	5	50.00
NC_021308	Mycobacterium phage HINdeR	84	45	13.10
NC_022765	Bacillus virus Riggi	79	98	6.33
NC_005179	Yaba monkey tumor virus	140	17	4.29
NC_014789	Ostreococcus tauri virus 2	237	629	37.13
NC_009016	Vibrio phage VP882	71	34	15.49
NC_022791	Streptococcus phage phiBHN167	49	8	6.12
NC_014229	Streptomyces phage phiSASD1	43	26	13.95
NC_004683	Mycobacterium phage Che9c	84	9	5.95
