Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_023582	Staphylococcus phage vB_SepS_SEP9	129	25	5.43
NC_021073	Vibrio phage henriette 12B8	154	87	5.84
NC_021857	Shigella phage SfII	58	80	25.86
NC_023841	Dunaliella viridis virus SI2	51	22	15.69
NC_013646	Enterococcus phage phiFL1A	61	9	4.92
NC_021866	Ralstonia phage RSS20	9	1	11.11
NC_009818	Pseudomonas phage MP22	51	7	9.80
NC_025421	Lactobacillus phage Ld3	49	3	4.08
NC_007497	Burkholderia phage Bcep176	81	58	16.05
NC_004913	Escherichia Stx1 converting phage	167	27	4.19
NC_024793	Escherichia phage vB_EcoS_AHP42	76	10	5.26
NC_010105	Escherichia phage JS98	266	14	3.38
NC_004688	Mycobacterium phage Omega	237	64	3.38
NC_019539	Salmonella phage Ent1	58	5	5.17
NC_015280	Prochlorococcus phage P-HM1	241	93	9.13
NC_004302	Lactococcus phage r1t	50	2	4.00
NC_013649	Klebsiella phage KP34	57	1	1.75
NC_010811	Ralstonia phage phiRSL1	343	80	4.37
NC_020880	Leuconostoc phage P793	38	1	2.63
NC_022975	Mycobacterium phage HanShotFirst	91	2	2.20
NC_009540	Escherichia virus TLS	87	13	6.90
NC_005066	Enterobacteria phage RB49	279	13	3.23
NC_019416	Stenotrophomonas phage IME15	45	4	6.67
NC_023589	Shigella phage pSb-1	103	1	0.97
NC_005068	Cryptophlebia leucotreta granulovirus	128	2	0.78
NC_001987	Ateline gammaherpesvirus 3	71	35	5.63
NC_009990	Thalassomonas phage BA3	47	7	10.64
NC_007056	Staphylococcus phage EW	77	17	5.19
NC_025412	Melbournevirus	403	98	3.72
NC_015720	Gordonia phage GTE2	57	16	3.51
NC_015266	Burkholderia phage KL3	52	37	44.23
NC_019526	Enterobacteria phage vB_KleM-RaK2	534	244	3.00
NC_019715	Enterobacterial phage mEp234	61	50	16.39
NC_004689	Mycobacterium phage Barnyard	109	8	0.92
NC_023738	Mycobacterium phage Thibault	216	58	5.56
NC_004585	Streptococcus phage 315.2	60	7	5.00
NC_015272	Pseudomonas phage KPP10	158	16	4.43
NC_027016	Papio ursinus cytomegalovirus	84	1	1.19
NC_000871	Streptococcus phage Sfi19	45	2	4.44
NC_023687	Mycobacterium phage Bruns	96	5	4.17
NC_018832	Providencia phage Redjac	41	11	9.76
NC_018087	Acinetobacter phage ZZ1	256	61	4.69
NC_010392	Phage Gifsy-1	58	39	18.97
NC_025447	Escherichia phage 121Q	611	276	3.44
NC_028808	Escherichia phage SUSP1	139	6	3.60
NC_026923	Synechococcus phage ACG-2014d	218	86	11.47
NC_012530	Lactobacillus virus Lb338-1	199	11	1.51
NC_020484	Pelagibacter phage HTVC008M	198	99	15.15
NC_004740	Staphylococcus phage phiN315	65	5	3.08
NC_001362	Friend murine leukemia virus	3	1	33.33
NC_023731	Mycobacterium phage Trixie	92	12	6.52
NC_001317	Escherichia virus 186	46	27	32.61
NC_008202	Mycobacterium phage Halo	64	12	3.12
NC_016071	Salmonella phage PVP-SE1	244	55	4.51
NC_020872	Cyanophage SS120-1	52	17	13.46
NC_021063	Mycobacterium phage vB_MapS_FF47	73	16	1.37
NC_022233	Suid betaherpesvirus 2	80	3	2.50
NC_025462	Acinetobacter phage vB_AbaM_Acibel004	156	31	3.85
NC_002794	Tupaiid betaherpesvirus 1	158	1	0.63
NC_023584	Synechococcus phage S-MbCM100	210	74	10.95
NC_021783	Salmonella phage iEPS5	73	13	8.22
NC_019541	Acinetobacter phage Bphi-B1251	62	72	51.61
NC_016762	Pseudomonas phage phi297	69	94	21.74
NC_007814	Bacillus phage Fah	50	17	8.00
NC_022331	Mycobacterium phage Bane1	94	2	2.13
NC_020878	Prochlorococcus phage P-GSP1	49	17	10.20
NC_004682	Mycobacterium phage Bxz2	86	28	8.14
NC_021792	Cellulophaga phage phi46:3	121	2	0.83
NC_022342	Propionibacterium phage PHL111M01	45	1	2.22
NC_004124	Sweet potato chlorotic stunt virus	7	18	14.29
NC_022986	Pseudomonas phage PAK_P4	172	6	2.91
NC_024143	Mycobacterium phage Lamina13	96	9	2.08
NC_022770	Bacillus phage Pony	48	27	6.25
NC_014461	Mycobacterium phage bron	123	7	2.44
NC_020850	Vibrio phage VBM1	56	3	3.57
NC_008296	Synechococcus phage syn9	226	59	9.73
NC_021330	Halovirus HCTV-1	160	43	4.38
NC_003027	Lumpy skin disease virus NI-2490	156	9	1.92
NC_002362	Vibrio phage VfO3K6	10	1	10.00
NC_014663	Acinetobacter phage Acj9	253	24	3.95
NC_022072	Blackberry vein banding associated virus	11	42	9.09
NC_006063	Potato yellow vein virus	5	2	20.00
NC_009761	Staphylococcus phage tp310-1	59	9	1.69
NC_027981	Vibrio phage VP585	58	37	22.41
NC_023560	Oenococcus phage phiS13	54	11	5.56
NC_021317	Salmonella phage L13	28	3	3.57
NC_019934	Cronobacter phage ENT39118	38	83	31.58
NC_004685	Mycobacterium phage Corndog	122	18	3.28
NC_013668	Anguillid herpesvirus 1	134	17	3.73
NC_013059	Salmonella phage g341c	68	52	7.35
NC_005065	Little cherry virus 2	10	40	10.00
NC_001998	Guinea pig Chlamydia phage	9	1	11.11
NC_008291	Taterapox virus	225	37	1.33
NC_019500	Enterobacteria phage Bp7	263	33	3.04
NC_012753	Streptococcus phage 5093	48	8	6.25
NC_022976	Mycobacterium phage Nala	147	70	3.40
NC_019414	Streptomyces phage R4	86	2	1.16
NC_014459	Mycobacterium phage CrimD	95	16	5.26
NC_013936	Mycobacterium virus Ardmore	87	2	1.15
NC_003524	Clostridium phage phi3626	50	37	6.00
NC_015569	Synechococcus phage S-CRM01	297	42	6.73
NC_022754	Salmonella phage SETP7	67	6	4.48
NC_007346	Emiliania huxleyi virus 86	472	137	2.33
NC_017968	Staphylococcus phage TEM123	43	14	4.65
NC_023722	Rhodococcus phage ReqiPine5	84	1	1.19
NC_007603	Escherichia virus Rtp	75	12	10.67
NC_021298	Streptomyces phage Lika	75	90	5.33
NC_018851	Propionibacterium phage ATCC29399B_C	46	1	2.17
NC_003298	Enterobacteria phage T3	55	14	12.73
NC_021802	Cellulophaga phage phi10:1	106	5	4.72
NC_022762	Lactobacillus phage phiLdb	59	9	6.78
NC_023724	Mycobacterium phage Larva	97	8	4.12
NC_023730	Mycobacterium phage Redi	69	20	5.80
NC_005264	Psittacid alphaherpesvirus 1	77	4	1.30
NC_016165	Rhodobacter phage RcapMu	58	7	5.17
NC_023723	Mycobacterium phage Aeneas	99	3	2.02
NC_022979	Mycobacterium phage Graduation	97	8	3.09
NC_024364	Listeria phage List-36	174	28	2.30
NC_020205	Xanthomonas citri phage CP2	40	20	17.50
NC_012698	Cassava brown streak virus	2	1	50.00
NC_021308	Mycobacterium phage HINdeR	84	17	7.14
NC_022765	Bacillus virus Riggi	79	65	2.53
NC_005179	Yaba monkey tumor virus	140	7	2.14
NC_014789	Ostreococcus tauri virus 2	237	348	12.66
NC_009016	Vibrio phage VP882	71	27	9.86
NC_022791	Streptococcus phage phiBHN167	49	1	2.04
NC_014229	Streptomyces phage phiSASD1	43	18	6.98
NC_004683	Mycobacterium phage Che9c	84	7	4.76
