Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_001418	Pseudomonas phage Pf3	9	14	11.11
NC_023717	Cronobacter phage CR9	281	68	7.83
NC_021781	Listeria phage LP-125	189	35	5.82
NC_003288	Staphylococcus phage phiETA	66	1	1.52
NC_008370	Lactococcus virus 712	55	20	1.82
NC_012884	Streptococcus phage M102	41	5	2.44
NC_022054	Mycobacterium phage Muddy	71	20	7.04
NC_003529	Mamestra configurata nucleopolyhedrovirus A	169	21	1.18
NC_023688	Aeromonas phage PX29	330	105	8.48
NC_021867	Flavobacterium phage 6H	63	78	9.52
NC_024205	Bacillus phage Hoody T	270	62	3.33
NC_024363	Mycobacterium phage Manad	101	13	2.97
NC_021776	Vibrio phage VPMS1	53	9	9.43
NC_022967	Pseudomonas phage PAK_P2	176	61	14.77
NC_028891	Hawaiian green turtle herpesvirus	15	1	6.67
NC_024388	Leuconostoc phage phiLN34	41	3	2.44
NC_024392	Listeria phage LP-114	116	32	4.31
NC_004664	Streptomyces phage phiBT1	55	47	10.91
NC_024696	Elephant endotheliotropic herpesvirus 5	115	5	1.74
NC_008689	Staphylococcus phage Pvl108	59	19	6.78
NC_020876	Mycobacterium phage First	95	51	9.47
NC_010326	Pseudomonas phage LUZ19	54	3	3.70
NC_016417	Grapevine leafroll-associated virus 6	6	41	16.67
NC_021562	Vibrio phage VFJ	12	7	16.67
NC_003401	Macacine gammaherpesvirus 5	89	18	3.37
NC_018854	Escherichia phage ECBP1	82	14	14.63
NC_021772	Salmonella phage FSL SP-058	86	37	12.79
NC_004084	Natrialba phage PhiCh1	98	68	4.08
NC_009382	Ralstonia phage RSA1	51	35	21.57
NC_019490	Riemerella phage RAP44	80	24	8.75
NC_002730	Salmonella phage HK620	58	59	15.52
NC_014467	Enterobacteria phage RB16	270	84	9.63
NC_024787	Listeria phage LMTA-148	177	21	6.21
NC_009878	Mycobacterium phage Bethlehem	87	34	8.05
NC_004735	Rhodothermus phage RM378	146	56	6.16
NC_002703	Lactococcus phage Tuc2009	56	32	12.50
NC_011043	Klebsiella phage K11	51	61	19.61
NC_008585	Raspberry leaf mottle virus	10	10	10.00
NC_022973	Mycobacterium phage Conspiracy	86	57	11.63
NC_016650	Rhodococcus phage RGL3	66	84	13.64
NC_024771	Equid alphaherpesvirus 3	80	17	1.25
NC_023728	Mycobacterium phage DeadP	106	15	4.72
NC_008196	Mycobacterium phage Llij	100	34	5.00
NC_019516	Cyanophage S-TIM5	180	193	15.56
NC_007023	Enterobacteria phage RB43	292	83	7.19
NC_023740	Mycobacterium phage JacAttac	102	14	3.92
NC_022767	Bacillus phage Staley	113	14	5.31
NC_019505	Escherichia phage wV7	273	61	5.86
NC_011054	Mycobacterium phage Boomer	105	32	4.76
NC_025426	Staphylococcus phage P108	226	45	3.98
NC_004167	Bacillus phage phi105	51	28	11.76
NC_010945	Streptococcus phage PH15	60	4	6.67
NC_014635	Aeromonas phage phiAS4	271	69	8.86
NC_013590	Felid alphaherpesvirus 1	77	18	2.60
NC_023582	Staphylococcus phage vB_SepS_SEP9	129	50	11.63
NC_021073	Vibrio phage henriette 12B8	154	130	10.39
NC_021857	Shigella phage SfII	58	69	25.86
NC_023841	Dunaliella viridis virus SI2	51	48	21.57
NC_013646	Enterococcus phage phiFL1A	61	22	8.20
NC_021866	Ralstonia phage RSS20	9	1	11.11
NC_009818	Pseudomonas phage MP22	51	1	1.96
NC_025421	Lactobacillus phage Ld3	49	8	8.16
NC_007497	Burkholderia phage Bcep176	81	50	19.75
NC_008799	Staphylococcus phage phiETA3	68	1	1.47
NC_004913	Escherichia Stx1 converting phage	167	39	6.59
NC_024793	Escherichia phage vB_EcoS_AHP42	76	28	9.21
NC_010105	Escherichia phage JS98	266	49	9.77
NC_004688	Mycobacterium phage Omega	237	166	4.22
NC_019539	Salmonella phage Ent1	58	18	10.34
NC_015280	Prochlorococcus phage P-HM1	241	431	26.56
NC_004302	Lactococcus phage r1t	50	7	6.00
NC_013649	Klebsiella phage KP34	57	10	10.53
NC_010811	Ralstonia phage phiRSL1	343	130	6.71
NC_020880	Leuconostoc phage P793	38	2	5.26
NC_022975	Mycobacterium phage HanShotFirst	91	52	9.89
NC_009540	Escherichia virus TLS	87	31	11.49
NC_005066	Enterobacteria phage RB49	279	51	7.17
NC_019416	Stenotrophomonas phage IME15	45	41	20.00
NC_023589	Shigella phage pSb-1	103	18	14.56
NC_005068	Cryptophlebia leucotreta granulovirus	128	2	0.78
NC_001987	Ateline gammaherpesvirus 3	71	28	5.63
NC_009990	Thalassomonas phage BA3	47	52	21.28
NC_007056	Staphylococcus phage EW	77	29	11.69
NC_025412	Melbournevirus	403	139	5.21
NC_015720	Gordonia phage GTE2	57	22	3.51
NC_015266	Burkholderia phage KL3	52	15	21.15
NC_019526	Enterobacteria phage vB_KleM-RaK2	534	388	9.36
NC_019715	Enterobacterial phage mEp234	61	47	24.59
NC_004689	Mycobacterium phage Barnyard	109	6	2.75
NC_023738	Mycobacterium phage Thibault	216	128	5.09
NC_004585	Streptococcus phage 315.2	60	16	8.33
NC_015272	Pseudomonas phage KPP10	158	50	11.39
NC_027016	Papio ursinus cytomegalovirus	84	1	1.19
NC_000871	Streptococcus phage Sfi19	45	8	11.11
NC_023687	Mycobacterium phage Bruns	96	28	8.33
NC_018832	Providencia phage Redjac	41	12	17.07
NC_018087	Acinetobacter phage ZZ1	256	72	8.20
NC_010392	Phage Gifsy-1	58	51	27.59
NC_025447	Escherichia phage 121Q	611	414	7.36
NC_028808	Escherichia phage SUSP1	139	28	6.47
NC_026923	Synechococcus phage ACG-2014d	218	397	32.11
NC_012530	Lactobacillus virus Lb338-1	199	43	2.51
NC_020484	Pelagibacter phage HTVC008M	198	564	46.97
NC_004740	Staphylococcus phage phiN315	65	23	9.23
NC_023731	Mycobacterium phage Trixie	92	64	13.04
NC_001317	Escherichia virus 186	46	14	19.57
NC_008202	Mycobacterium phage Halo	64	21	3.12
NC_016071	Salmonella phage PVP-SE1	244	81	8.61
NC_020872	Cyanophage SS120-1	52	63	28.85
NC_021063	Mycobacterium phage vB_MapS_FF47	73	21	6.85
NC_022233	Suid betaherpesvirus 2	80	4	1.25
NC_025462	Acinetobacter phage vB_AbaM_Acibel004	156	54	9.62
NC_002794	Tupaiid betaherpesvirus 1	158	7	1.27
NC_023584	Synechococcus phage S-MbCM100	210	383	29.52
NC_021783	Salmonella phage iEPS5	73	17	10.96
NC_019541	Acinetobacter phage Bphi-B1251	62	37	16.13
NC_016762	Pseudomonas phage phi297	69	116	13.04
NC_007814	Bacillus phage Fah	50	29	12.00
NC_022331	Mycobacterium phage Bane1	94	21	6.38
NC_020878	Prochlorococcus phage P-GSP1	49	85	24.49
NC_016161	Pediococcus phage clP1	57	8	5.26
NC_004682	Mycobacterium phage Bxz2	86	69	10.47
NC_021792	Cellulophaga phage phi46:3	121	48	15.70
NC_022342	Propionibacterium phage PHL111M01	45	2	2.22
NC_004124	Sweet potato chlorotic stunt virus	7	13	14.29
NC_022986	Pseudomonas phage PAK_P4	172	61	15.12
NC_024143	Mycobacterium phage Lamina13	96	29	9.38
NC_022770	Bacillus phage Pony	48	30	6.25
NC_014461	Mycobacterium phage bron	123	30	6.50
NC_020850	Vibrio phage VBM1	56	7	10.71
NC_008296	Synechococcus phage syn9	226	436	28.32
NC_021330	Halovirus HCTV-1	160	90	6.25
NC_003027	Lumpy skin disease virus NI-2490	156	16	2.56
NC_002362	Vibrio phage VfO3K6	10	1	10.00
NC_014663	Acinetobacter phage Acj9	253	58	9.49
NC_022072	Blackberry vein banding associated virus	11	33	9.09
NC_006063	Potato yellow vein virus	5	2	20.00
NC_009761	Staphylococcus phage tp310-1	59	22	8.47
NC_027981	Vibrio phage VP585	58	31	18.97
NC_023560	Oenococcus phage phiS13	54	7	1.85
NC_021317	Salmonella phage L13	28	18	17.86
NC_019934	Cronobacter phage ENT39118	38	88	36.84
NC_004685	Mycobacterium phage Corndog	122	31	2.46
NC_013668	Anguillid herpesvirus 1	134	21	2.24
NC_013059	Salmonella phage g341c	68	115	17.65
NC_005065	Little cherry virus 2	10	34	10.00
NC_001998	Guinea pig Chlamydia phage	9	2	11.11
NC_008291	Taterapox virus	225	48	2.67
NC_019500	Enterobacteria phage Bp7	263	76	11.03
NC_012753	Streptococcus phage 5093	48	22	4.17
NC_022976	Mycobacterium phage Nala	147	117	7.48
NC_019414	Streptomyces phage R4	86	34	8.14
NC_014459	Mycobacterium phage CrimD	95	29	7.37
NC_013936	Mycobacterium virus Ardmore	87	8	5.75
NC_003524	Clostridium phage phi3626	50	45	10.00
NC_015569	Synechococcus phage S-CRM01	297	188	19.19
NC_022754	Salmonella phage SETP7	67	21	8.96
NC_007346	Emiliania huxleyi virus 86	472	172	3.81
NC_017968	Staphylococcus phage TEM123	43	23	11.63
NC_023722	Rhodococcus phage ReqiPine5	84	13	7.14
NC_007603	Escherichia virus Rtp	75	28	8.00
NC_021298	Streptomyces phage Lika	75	196	10.67
NC_018851	Propionibacterium phage ATCC29399B_C	46	1	2.17
NC_003298	Enterobacteria phage T3	55	78	20.00
NC_011104	Lactobacillus phage Lrm1	54	11	11.11
NC_021802	Cellulophaga phage phi10:1	106	21	5.66
NC_022762	Lactobacillus phage phiLdb	59	34	11.86
NC_023724	Mycobacterium phage Larva	97	36	6.19
NC_023730	Mycobacterium phage Redi	69	62	7.25
NC_005264	Psittacid alphaherpesvirus 1	77	13	2.60
NC_016165	Rhodobacter phage RcapMu	58	25	6.90
NC_023723	Mycobacterium phage Aeneas	99	32	6.06
NC_022979	Mycobacterium phage Graduation	97	30	8.25
NC_024364	Listeria phage List-36	174	31	5.17
NC_020205	Xanthomonas citri phage CP2	40	35	27.50
NC_012698	Cassava brown streak virus	2	1	50.00
NC_021308	Mycobacterium phage HINdeR	84	41	11.90
NC_022765	Bacillus virus Riggi	79	99	6.33
NC_005179	Yaba monkey tumor virus	140	14	2.86
NC_014789	Ostreococcus tauri virus 2	237	579	32.91
NC_009016	Vibrio phage VP882	71	34	14.08
NC_022791	Streptococcus phage phiBHN167	49	16	6.12
NC_014229	Streptomyces phage phiSASD1	43	20	18.60
NC_004683	Mycobacterium phage Che9c	84	3	2.38
