Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_019485	Enterobacter phage EcP1	77	30	15.58
NC_013691	Pseudomonas phage LUZ7	115	26	10.43
NC_005896	Strawberry pallidosis-associated virus	8	3	12.50
NC_019713	Vibrio phage vB_VpaS_MAR10	107	37	14.02
NC_010154	Acidianus filamentous virus 8	61	5	3.28
NC_016435	Gordonia phage GRU1	94	27	6.38
NC_018088	Colwellia phage 9A	149	32	5.37
NC_015464	Campylobacter virus NCTC12673	166	43	9.64
NC_021787	Listeria phage LP-037	114	27	3.51
NC_001824	Lymphocystis disease virus 1	110	70	7.27
NC_004303	Streptococcus phage O1205	57	8	7.02
NC_003214	Sulfolobus islandicus filamentous virus	73	2	1.37
NC_018083	Clostridium phage phiCPV4	28	20	7.14
NC_015454	Propionibacterium phage PAD20	45	4	6.67
NC_020483	Pelagibacter phage HTVC019P	59	182	40.68
NC_026927	Synechococcus phage ACG-2014f	292	884	32.88
NC_007808	Pseudomonas phage PA11	70	131	38.57
NC_015453	Propionibacterium phage PAS50	46	4	6.52
NC_008364	Lactococcus phage Q54	47	37	6.38
NC_019495	Cyprinid herpesvirus 2	154	46	2.60
NC_023862	Mycobacterium phage Alsfro	98	45	11.22
NC_021798	Cellulophaga phage phi17:2	198	77	10.10
NC_005262	Burkholderia virus Bcep22	77	104	25.97
NC_014969	Fowl aviadenovirus E	46	7	2.17
NC_007637	Escherichia virus K1E	62	22	14.52
NC_022757	Lactobacillus phage PL-1	59	13	15.25
NC_024371	Mycobacterium phage Damien	93	19	2.15
NC_019724	Escherichia phage HK578	60	43	18.33
NC_021316	Acinetobacter phage Abp1	54	27	20.37
NC_007063	Staphylococcus phage 88	66	29	7.58
NC_007059	Staphylococcus phage 71	67	17	4.48
NC_023611	Invertebrate iridescent virus 30	177	169	9.60
NC_018837	Pectobacterium phage My1	149	146	20.81
NC_021557	Rhizobium phage RR1-B	52	11	11.54
NC_015937	Thermus phage TMA	168	108	6.55
NC_029132	Macropodid alphaherpesvirus 1	76	57	6.58
NC_019720	Enterobacterial phage mEp213	74	89	17.57
NC_001418	Pseudomonas phage Pf3	9	14	11.11
NC_023717	Cronobacter phage CR9	281	95	7.12
NC_021781	Listeria phage LP-125	189	45	7.94
NC_003288	Staphylococcus phage phiETA	66	2	1.52
NC_008370	Lactococcus virus 712	55	18	1.82
NC_012884	Streptococcus phage M102	41	12	7.32
NC_022054	Mycobacterium phage Muddy	71	20	7.04
NC_003529	Mamestra configurata nucleopolyhedrovirus A	169	27	2.96
NC_023688	Aeromonas phage PX29	330	172	11.52
NC_021867	Flavobacterium phage 6H	63	90	12.70
NC_024205	Bacillus phage Hoody T	270	72	3.33
NC_024363	Mycobacterium phage Manad	101	14	5.94
NC_021776	Vibrio phage VPMS1	53	14	11.32
NC_022967	Pseudomonas phage PAK_P2	176	105	17.61
NC_028891	Hawaiian green turtle herpesvirus	15	5	6.67
NC_024388	Leuconostoc phage phiLN34	41	4	4.88
NC_024392	Listeria phage LP-114	116	31	5.17
NC_004664	Streptomyces phage phiBT1	55	69	12.73
NC_024696	Elephant endotheliotropic herpesvirus 5	115	12	0.87
NC_008689	Staphylococcus phage Pvl108	59	20	6.78
NC_020876	Mycobacterium phage First	95	71	11.58
NC_010326	Pseudomonas phage LUZ19	54	13	12.96
NC_016417	Grapevine leafroll-associated virus 6	6	44	16.67
NC_021562	Vibrio phage VFJ	12	8	16.67
NC_003401	Macacine gammaherpesvirus 5	89	33	4.49
NC_018854	Escherichia phage ECBP1	82	30	20.73
NC_016565	Staphylococcus phage S24-1	21	1	4.76
NC_021772	Salmonella phage FSL SP-058	86	67	18.60
NC_004084	Natrialba phage PhiCh1	98	88	5.10
NC_009382	Ralstonia phage RSA1	51	61	37.25
NC_019490	Riemerella phage RAP44	80	40	18.75
NC_002730	Salmonella phage HK620	58	79	15.52
NC_014467	Enterobacteria phage RB16	270	122	14.07
NC_024787	Listeria phage LMTA-148	177	29	8.47
NC_009878	Mycobacterium phage Bethlehem	87	47	13.79
NC_004735	Rhodothermus phage RM378	146	93	11.64
NC_002703	Lactococcus phage Tuc2009	56	40	19.64
NC_011043	Klebsiella phage K11	51	49	17.65
NC_008585	Raspberry leaf mottle virus	10	12	10.00
NC_022973	Mycobacterium phage Conspiracy	86	62	12.79
NC_016650	Rhodococcus phage RGL3	66	83	15.15
NC_024771	Equid alphaherpesvirus 3	80	34	3.75
NC_023728	Mycobacterium phage DeadP	106	20	5.66
NC_008196	Mycobacterium phage Llij	100	37	9.00
NC_019516	Cyanophage S-TIM5	180	255	18.33
NC_007023	Enterobacteria phage RB43	292	120	10.96
NC_023740	Mycobacterium phage JacAttac	102	13	5.88
NC_022767	Bacillus phage Staley	113	28	7.96
NC_019505	Escherichia phage wV7	273	97	8.79
NC_011054	Mycobacterium phage Boomer	105	32	7.62
NC_025426	Staphylococcus phage P108	226	57	5.31
NC_004167	Bacillus phage phi105	51	33	17.65
NC_010945	Streptococcus phage PH15	60	5	3.33
NC_014635	Aeromonas phage phiAS4	271	127	11.81
NC_013590	Felid alphaherpesvirus 1	77	25	3.90
NC_023582	Staphylococcus phage vB_SepS_SEP9	129	65	13.18
NC_021073	Vibrio phage henriette 12B8	154	165	18.18
NC_021857	Shigella phage SfII	58	117	34.48
NC_023841	Dunaliella viridis virus SI2	51	79	21.57
NC_013646	Enterococcus phage phiFL1A	61	21	4.92
NC_009818	Pseudomonas phage MP22	51	16	15.69
NC_025421	Lactobacillus phage Ld3	49	15	14.29
NC_007497	Burkholderia phage Bcep176	81	59	22.22
NC_004913	Escherichia Stx1 converting phage	167	45	8.98
NC_024793	Escherichia phage vB_EcoS_AHP42	76	33	13.16
NC_010105	Escherichia phage JS98	266	95	11.65
NC_004688	Mycobacterium phage Omega	237	206	10.13
NC_019539	Salmonella phage Ent1	58	26	15.52
NC_015280	Prochlorococcus phage P-HM1	241	719	31.54
NC_004302	Lactococcus phage r1t	50	7	8.00
NC_013649	Klebsiella phage KP34	57	23	17.54
NC_010811	Ralstonia phage phiRSL1	343	171	8.16
NC_022975	Mycobacterium phage HanShotFirst	91	68	15.38
NC_009540	Escherichia virus TLS	87	34	9.20
NC_005066	Enterobacteria phage RB49	279	95	10.75
NC_019416	Stenotrophomonas phage IME15	45	30	17.78
NC_023589	Shigella phage pSb-1	103	32	17.48
NC_005068	Cryptophlebia leucotreta granulovirus	128	5	1.56
NC_001987	Ateline gammaherpesvirus 3	71	37	7.04
NC_009990	Thalassomonas phage BA3	47	69	29.79
NC_007056	Staphylococcus phage EW	77	25	10.39
NC_025412	Melbournevirus	403	183	9.43
NC_015720	Gordonia phage GTE2	57	18	7.02
NC_015266	Burkholderia phage KL3	52	48	38.46
NC_019526	Enterobacteria phage vB_KleM-RaK2	534	668	11.24
NC_019715	Enterobacterial phage mEp234	61	72	27.87
NC_004689	Mycobacterium phage Barnyard	109	11	1.83
NC_023738	Mycobacterium phage Thibault	216	160	11.11
NC_004585	Streptococcus phage 315.2	60	26	10.00
NC_015272	Pseudomonas phage KPP10	158	63	12.03
NC_027016	Papio ursinus cytomegalovirus	84	5	1.19
NC_000871	Streptococcus phage Sfi19	45	9	11.11
NC_023687	Mycobacterium phage Bruns	96	29	10.42
NC_018832	Providencia phage Redjac	41	42	29.27
NC_018087	Acinetobacter phage ZZ1	256	115	12.11
NC_010392	Phage Gifsy-1	58	58	25.86
NC_025447	Escherichia phage 121Q	611	699	10.15
NC_028808	Escherichia phage SUSP1	139	51	12.95
NC_026923	Synechococcus phage ACG-2014d	218	716	36.24
NC_012530	Lactobacillus virus Lb338-1	199	43	3.52
NC_020484	Pelagibacter phage HTVC008M	198	1052	51.01
NC_004740	Staphylococcus phage phiN315	65	30	15.38
NC_023731	Mycobacterium phage Trixie	92	67	14.13
NC_001317	Escherichia virus 186	46	32	36.96
NC_008202	Mycobacterium phage Halo	64	19	3.12
NC_016071	Salmonella phage PVP-SE1	244	143	13.93
NC_020872	Cyanophage SS120-1	52	105	28.85
NC_021063	Mycobacterium phage vB_MapS_FF47	73	21	6.85
NC_022233	Suid betaherpesvirus 2	80	13	2.50
NC_025462	Acinetobacter phage vB_AbaM_Acibel004	156	48	10.26
NC_002794	Tupaiid betaherpesvirus 1	158	6	1.27
NC_023584	Synechococcus phage S-MbCM100	210	705	35.71
NC_021783	Salmonella phage iEPS5	73	51	23.29
NC_019541	Acinetobacter phage Bphi-B1251	62	92	48.39
NC_016762	Pseudomonas phage phi297	69	163	28.99
NC_007814	Bacillus phage Fah	50	39	12.00
NC_022331	Mycobacterium phage Bane1	94	27	10.64
NC_020878	Prochlorococcus phage P-GSP1	49	113	28.57
NC_004678	Staphylococcus phage 44AHJD	21	1	4.76
NC_016161	Pediococcus phage clP1	57	8	7.02
NC_004682	Mycobacterium phage Bxz2	86	80	13.95
NC_021792	Cellulophaga phage phi46:3	121	68	14.05
NC_022342	Propionibacterium phage PHL111M01	45	4	6.67
NC_004124	Sweet potato chlorotic stunt virus	7	10	14.29
NC_022986	Pseudomonas phage PAK_P4	172	100	17.44
NC_024143	Mycobacterium phage Lamina13	96	50	13.54
NC_022770	Bacillus phage Pony	48	47	14.58
NC_014461	Mycobacterium phage bron	123	48	10.57
NC_020850	Vibrio phage VBM1	56	3	5.36
NC_008296	Synechococcus phage syn9	226	751	34.07
NC_021330	Halovirus HCTV-1	160	96	7.50
NC_020869	Tetraselmis viridis virus S1	24	1	4.17
NC_003027	Lumpy skin disease virus NI-2490	156	29	2.56
NC_002362	Vibrio phage VfO3K6	10	1	10.00
NC_014663	Acinetobacter phage Acj9	253	98	13.04
NC_022072	Blackberry vein banding associated virus	11	40	9.09
NC_006063	Potato yellow vein virus	5	1	20.00
NC_009761	Staphylococcus phage tp310-1	59	29	15.25
NC_027981	Vibrio phage VP585	58	46	27.59
NC_023560	Oenococcus phage phiS13	54	18	1.85
NC_021317	Salmonella phage L13	28	22	14.29
NC_019934	Cronobacter phage ENT39118	38	110	42.11
NC_004685	Mycobacterium phage Corndog	122	47	6.56
NC_013668	Anguillid herpesvirus 1	134	44	3.73
NC_013059	Salmonella phage g341c	68	98	19.12
NC_005065	Little cherry virus 2	10	39	10.00
NC_001998	Guinea pig Chlamydia phage	9	6	44.44
NC_008291	Taterapox virus	225	101	2.67
NC_019500	Enterobacteria phage Bp7	263	104	11.41
NC_012753	Streptococcus phage 5093	48	31	6.25
NC_022976	Mycobacterium phage Nala	147	131	10.20
NC_019414	Streptomyces phage R4	86	45	6.98
NC_014459	Mycobacterium phage CrimD	95	29	8.42
NC_013936	Mycobacterium virus Ardmore	87	18	8.05
NC_003524	Clostridium phage phi3626	50	74	12.00
NC_015569	Synechococcus phage S-CRM01	297	395	22.90
NC_022754	Salmonella phage SETP7	67	32	16.42
NC_007346	Emiliania huxleyi virus 86	472	237	4.45
NC_017968	Staphylococcus phage TEM123	43	21	13.95
NC_023722	Rhodococcus phage ReqiPine5	84	20	9.52
NC_007603	Escherichia virus Rtp	75	34	10.67
NC_021298	Streptomyces phage Lika	75	228	13.33
NC_018851	Propionibacterium phage ATCC29399B_C	46	3	4.35
NC_003298	Enterobacteria phage T3	55	83	18.18
NC_011104	Lactobacillus phage Lrm1	54	11	11.11
NC_021802	Cellulophaga phage phi10:1	106	47	22.64
NC_022762	Lactobacillus phage phiLdb	59	32	11.86
NC_023724	Mycobacterium phage Larva	97	31	7.22
NC_023730	Mycobacterium phage Redi	69	51	8.70
NC_005264	Psittacid alphaherpesvirus 1	77	10	1.30
NC_016165	Rhodobacter phage RcapMu	58	30	10.34
NC_023723	Mycobacterium phage Aeneas	99	56	10.10
NC_022979	Mycobacterium phage Graduation	97	41	11.34
NC_024364	Listeria phage List-36	174	44	8.62
NC_001461	Bovine viral diarrhea virus 1	1	1	100.00
NC_020205	Xanthomonas citri phage CP2	40	51	32.50
NC_012698	Cassava brown streak virus	2	6	50.00
NC_021308	Mycobacterium phage HINdeR	84	54	13.10
NC_022765	Bacillus virus Riggi	79	127	7.59
NC_005179	Yaba monkey tumor virus	140	32	4.29
NC_014789	Ostreococcus tauri virus 2	237	991	40.08
NC_009016	Vibrio phage VP882	71	37	14.08
NC_022791	Streptococcus phage phiBHN167	49	10	4.08
NC_014229	Streptomyces phage phiSASD1	43	22	16.28
NC_004683	Mycobacterium phage Che9c	84	7	5.95
