Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_026017	Salmonella phage LSPA1	58	32	10.34
NC_019485	Enterobacter phage EcP1	77	36	14.29
NC_013691	Pseudomonas phage LUZ7	115	32	13.04
NC_005896	Strawberry pallidosis-associated virus	8	11	12.50
NC_019713	Vibrio phage vB_VpaS_MAR10	107	30	7.48
NC_010154	Acidianus filamentous virus 8	61	5	1.64
NC_016435	Gordonia phage GRU1	94	35	5.32
NC_018088	Colwellia phage 9A	149	27	6.04
NC_015464	Campylobacter virus NCTC12673	166	35	9.04
NC_021787	Listeria phage LP-037	114	36	4.39
NC_001824	Lymphocystis disease virus 1	110	70	10.00
NC_004303	Streptococcus phage O1205	57	2	1.75
NC_003214	Sulfolobus islandicus filamentous virus	73	2	1.37
NC_018083	Clostridium phage phiCPV4	28	22	7.14
NC_001493	Ictalurid herpesvirus 1	90	1	1.11
NC_015454	Propionibacterium phage PAD20	45	5	8.89
NC_020483	Pelagibacter phage HTVC019P	59	226	44.07
NC_026927	Synechococcus phage ACG-2014f	292	772	29.79
NC_007808	Pseudomonas phage PA11	70	212	44.29
NC_015453	Propionibacterium phage PAS50	46	8	8.70
NC_008364	Lactococcus phage Q54	47	40	6.38
NC_019495	Cyprinid herpesvirus 2	154	56	1.95
NC_023862	Mycobacterium phage Alsfro	98	48	8.16
NC_004690	Adoxophyes honmai nucleopolyhedrovirus	125	3	2.40
NC_021798	Cellulophaga phage phi17:2	198	83	13.13
NC_005262	Burkholderia virus Bcep22	77	132	29.87
NC_014969	Fowl aviadenovirus E	46	7	2.17
NC_007637	Escherichia virus K1E	62	29	14.52
NC_022757	Lactobacillus phage PL-1	59	20	13.56
NC_024371	Mycobacterium phage Damien	93	17	3.23
NC_019724	Escherichia phage HK578	60	49	20.00
NC_021316	Acinetobacter phage Abp1	54	20	14.81
NC_007063	Staphylococcus phage 88	66	34	9.09
NC_007059	Staphylococcus phage 71	67	26	2.99
NC_023611	Invertebrate iridescent virus 30	177	190	12.99
NC_018837	Pectobacterium phage My1	149	156	20.13
NC_021557	Rhizobium phage RR1-B	52	5	7.69
NC_015937	Thermus phage TMA	168	147	6.55
NC_029132	Macropodid alphaherpesvirus 1	76	76	6.58
NC_019720	Enterobacterial phage mEp213	74	102	18.92
NC_001418	Pseudomonas phage Pf3	9	11	11.11
NC_023717	Cronobacter phage CR9	281	102	9.61
NC_021781	Listeria phage LP-125	189	64	7.94
NC_003288	Staphylococcus phage phiETA	66	2	1.52
NC_008370	Lactococcus virus 712	55	22	1.82
NC_012884	Streptococcus phage M102	41	5	7.32
NC_022054	Mycobacterium phage Muddy	71	29	5.63
NC_003529	Mamestra configurata nucleopolyhedrovirus A	169	32	3.55
NC_023688	Aeromonas phage PX29	330	147	9.39
NC_021867	Flavobacterium phage 6H	63	100	11.11
NC_024205	Bacillus phage Hoody T	270	90	3.70
NC_024363	Mycobacterium phage Manad	101	14	5.94
NC_021776	Vibrio phage VPMS1	53	9	5.66
NC_022967	Pseudomonas phage PAK_P2	176	96	14.20
NC_028891	Hawaiian green turtle herpesvirus	15	1	6.67
NC_024388	Leuconostoc phage phiLN34	41	5	2.44
NC_024392	Listeria phage LP-114	116	42	5.17
NC_004664	Streptomyces phage phiBT1	55	80	16.36
NC_024696	Elephant endotheliotropic herpesvirus 5	115	4	0.87
NC_008689	Staphylococcus phage Pvl108	59	23	11.86
NC_020876	Mycobacterium phage First	95	74	10.53
NC_010326	Pseudomonas phage LUZ19	54	4	3.70
NC_016417	Grapevine leafroll-associated virus 6	6	16	16.67
NC_021562	Vibrio phage VFJ	12	11	33.33
NC_003401	Macacine gammaherpesvirus 5	89	38	3.37
NC_018854	Escherichia phage ECBP1	82	25	19.51
NC_021772	Salmonella phage FSL SP-058	86	66	17.44
NC_004084	Natrialba phage PhiCh1	98	85	4.08
NC_009382	Ralstonia phage RSA1	51	66	41.18
NC_019490	Riemerella phage RAP44	80	33	11.25
NC_002730	Salmonella phage HK620	58	71	24.14
NC_014467	Enterobacteria phage RB16	270	108	13.33
NC_024787	Listeria phage LMTA-148	177	44	9.04
NC_009878	Mycobacterium phage Bethlehem	87	48	10.34
NC_004735	Rhodothermus phage RM378	146	94	10.96
NC_002703	Lactococcus phage Tuc2009	56	38	14.29
NC_011043	Klebsiella phage K11	51	90	23.53
NC_008585	Raspberry leaf mottle virus	10	18	10.00
NC_022973	Mycobacterium phage Conspiracy	86	81	11.63
NC_016650	Rhodococcus phage RGL3	66	101	13.64
NC_024771	Equid alphaherpesvirus 3	80	32	2.50
NC_023728	Mycobacterium phage DeadP	106	17	4.72
NC_008196	Mycobacterium phage Llij	100	32	9.00
NC_009889	RD114 retrovirus	2	1	50.00
NC_019516	Cyanophage S-TIM5	180	239	16.11
NC_007023	Enterobacteria phage RB43	292	109	12.33
NC_023740	Mycobacterium phage JacAttac	102	14	5.88
NC_022767	Bacillus phage Staley	113	24	8.85
NC_019505	Escherichia phage wV7	273	64	7.33
NC_011054	Mycobacterium phage Boomer	105	24	3.81
NC_025426	Staphylococcus phage P108	226	66	6.19
NC_004167	Bacillus phage phi105	51	36	13.73
NC_010945	Streptococcus phage PH15	60	4	5.00
NC_014635	Aeromonas phage phiAS4	271	107	8.86
NC_013590	Felid alphaherpesvirus 1	77	29	2.60
NC_023582	Staphylococcus phage vB_SepS_SEP9	129	77	13.95
NC_021073	Vibrio phage henriette 12B8	154	150	13.64
NC_021857	Shigella phage SfII	58	97	27.59
NC_023841	Dunaliella viridis virus SI2	51	80	21.57
NC_013646	Enterococcus phage phiFL1A	61	28	13.11
NC_009818	Pseudomonas phage MP22	51	5	7.84
NC_025421	Lactobacillus phage Ld3	49	4	6.12
NC_007497	Burkholderia phage Bcep176	81	55	20.99
NC_008799	Staphylococcus phage phiETA3	68	2	1.47
NC_004913	Escherichia Stx1 converting phage	167	50	7.19
NC_024793	Escherichia phage vB_EcoS_AHP42	76	33	7.89
NC_010105	Escherichia phage JS98	266	80	10.15
NC_004688	Mycobacterium phage Omega	237	237	6.33
NC_019539	Salmonella phage Ent1	58	32	8.62
NC_015280	Prochlorococcus phage P-HM1	241	651	27.39
NC_004302	Lactococcus phage r1t	50	7	6.00
NC_013649	Klebsiella phage KP34	57	20	12.28
NC_010811	Ralstonia phage phiRSL1	343	157	6.71
NC_022975	Mycobacterium phage HanShotFirst	91	68	13.19
NC_009540	Escherichia virus TLS	87	36	12.64
NC_005066	Enterobacteria phage RB49	279	67	8.96
NC_019416	Stenotrophomonas phage IME15	45	70	20.00
NC_023589	Shigella phage pSb-1	103	31	19.42
NC_005068	Cryptophlebia leucotreta granulovirus	128	6	1.56
NC_001987	Ateline gammaherpesvirus 3	71	48	5.63
NC_009990	Thalassomonas phage BA3	47	96	27.66
NC_007056	Staphylococcus phage EW	77	31	9.09
NC_025412	Melbournevirus	403	183	7.20
NC_015720	Gordonia phage GTE2	57	30	8.77
NC_015266	Burkholderia phage KL3	52	54	44.23
NC_019526	Enterobacteria phage vB_KleM-RaK2	534	588	11.05
NC_019715	Enterobacterial phage mEp234	61	53	24.59
NC_004689	Mycobacterium phage Barnyard	109	13	0.92
NC_023738	Mycobacterium phage Thibault	216	174	8.80
NC_004585	Streptococcus phage 315.2	60	19	11.67
NC_015272	Pseudomonas phage KPP10	158	81	12.66
NC_027016	Papio ursinus cytomegalovirus	84	3	1.19
NC_000871	Streptococcus phage Sfi19	45	3	4.44
NC_023687	Mycobacterium phage Bruns	96	34	10.42
NC_018832	Providencia phage Redjac	41	28	19.51
NC_018087	Acinetobacter phage ZZ1	256	104	13.28
NC_010392	Phage Gifsy-1	58	51	20.69
NC_025447	Escherichia phage 121Q	611	622	9.66
NC_028808	Escherichia phage SUSP1	139	49	12.95
NC_026923	Synechococcus phage ACG-2014d	218	560	31.65
NC_012530	Lactobacillus virus Lb338-1	199	49	5.53
NC_020484	Pelagibacter phage HTVC008M	198	802	47.98
NC_004740	Staphylococcus phage phiN315	65	23	10.77
NC_001362	Friend murine leukemia virus	3	2	66.67
NC_023731	Mycobacterium phage Trixie	92	81	13.04
NC_001317	Escherichia virus 186	46	26	36.96
NC_008202	Mycobacterium phage Halo	64	33	9.38
NC_016071	Salmonella phage PVP-SE1	244	148	11.89
NC_020872	Cyanophage SS120-1	52	111	32.69
NC_021063	Mycobacterium phage vB_MapS_FF47	73	31	5.48
NC_022233	Suid betaherpesvirus 2	80	4	2.50
NC_025462	Acinetobacter phage vB_AbaM_Acibel004	156	70	10.90
NC_002794	Tupaiid betaherpesvirus 1	158	4	0.63
NC_023584	Synechococcus phage S-MbCM100	210	550	31.90
NC_021783	Salmonella phage iEPS5	73	31	13.70
NC_019541	Acinetobacter phage Bphi-B1251	62	48	12.90
NC_016762	Pseudomonas phage phi297	69	184	24.64
NC_007814	Bacillus phage Fah	50	28	8.00
NC_022331	Mycobacterium phage Bane1	94	28	9.57
NC_020878	Prochlorococcus phage P-GSP1	49	121	26.53
NC_016161	Pediococcus phage clP1	57	7	3.51
NC_004682	Mycobacterium phage Bxz2	86	94	11.63
NC_021792	Cellulophaga phage phi46:3	121	55	10.74
NC_022342	Propionibacterium phage PHL111M01	45	8	8.89
NC_004124	Sweet potato chlorotic stunt virus	7	21	14.29
NC_022986	Pseudomonas phage PAK_P4	172	99	14.53
NC_024143	Mycobacterium phage Lamina13	96	55	9.38
NC_022770	Bacillus phage Pony	48	61	12.50
NC_014461	Mycobacterium phage bron	123	47	8.94
NC_020850	Vibrio phage VBM1	56	6	8.93
NC_008296	Synechococcus phage syn9	226	628	31.86
NC_021330	Halovirus HCTV-1	160	104	6.25
NC_020869	Tetraselmis viridis virus S1	24	1	4.17
NC_003027	Lumpy skin disease virus NI-2490	156	38	3.85
NC_002362	Vibrio phage VfO3K6	10	1	10.00
NC_014663	Acinetobacter phage Acj9	253	75	9.88
NC_022072	Blackberry vein banding associated virus	11	51	9.09
NC_006063	Potato yellow vein virus	5	10	20.00
NC_009761	Staphylococcus phage tp310-1	59	26	11.86
NC_027981	Vibrio phage VP585	58	56	29.31
NC_023560	Oenococcus phage phiS13	54	12	1.85
NC_021317	Salmonella phage L13	28	21	14.29
NC_019934	Cronobacter phage ENT39118	38	111	34.21
NC_004685	Mycobacterium phage Corndog	122	51	5.74
NC_013668	Anguillid herpesvirus 1	134	40	5.22
NC_013059	Salmonella phage g341c	68	131	20.59
NC_005065	Little cherry virus 2	10	52	10.00
NC_008291	Taterapox virus	225	92	2.67
NC_019500	Enterobacteria phage Bp7	263	82	8.37
NC_012753	Streptococcus phage 5093	48	33	6.25
NC_022976	Mycobacterium phage Nala	147	158	10.20
NC_019414	Streptomyces phage R4	86	47	8.14
NC_014459	Mycobacterium phage CrimD	95	35	7.37
NC_013936	Mycobacterium virus Ardmore	87	11	4.60
NC_003524	Clostridium phage phi3626	50	71	16.00
NC_015569	Synechococcus phage S-CRM01	297	311	18.52
NC_022754	Salmonella phage SETP7	67	38	11.94
NC_007346	Emiliania huxleyi virus 86	472	258	4.24
NC_017968	Staphylococcus phage TEM123	43	19	11.63
NC_023722	Rhodococcus phage ReqiPine5	84	28	9.52
NC_007603	Escherichia virus Rtp	75	51	10.67
NC_021298	Streptomyces phage Lika	75	228	10.67
NC_018851	Propionibacterium phage ATCC29399B_C	46	7	6.52
NC_003298	Enterobacteria phage T3	55	140	27.27
NC_011104	Lactobacillus phage Lrm1	54	13	9.26
NC_021802	Cellulophaga phage phi10:1	106	28	11.32
NC_022762	Lactobacillus phage phiLdb	59	39	10.17
NC_023724	Mycobacterium phage Larva	97	41	8.25
NC_023730	Mycobacterium phage Redi	69	69	8.70
NC_005264	Psittacid alphaherpesvirus 1	77	5	1.30
NC_016165	Rhodobacter phage RcapMu	58	29	13.79
NC_023723	Mycobacterium phage Aeneas	99	58	8.08
NC_022979	Mycobacterium phage Graduation	97	56	10.31
NC_024364	Listeria phage List-36	174	61	8.62
NC_020205	Xanthomonas citri phage CP2	40	77	37.50
NC_012698	Cassava brown streak virus	2	6	50.00
NC_021308	Mycobacterium phage HINdeR	84	53	11.90
NC_022765	Bacillus virus Riggi	79	122	10.13
NC_005179	Yaba monkey tumor virus	140	39	3.57
NC_014789	Ostreococcus tauri virus 2	237	785	32.49
NC_009016	Vibrio phage VP882	71	44	16.90
NC_022791	Streptococcus phage phiBHN167	49	14	6.12
NC_014229	Streptomyces phage phiSASD1	43	28	20.93
NC_004683	Mycobacterium phage Che9c	84	14	9.52
