Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_015466	Roseobacter phage RDJL Phi 1	87	91	21.84
NC_024447	Pigeonpox virus	224	40	3.57
NC_021336	Bacillus phage MG-B1	42	5	4.76
NC_026017	Salmonella phage LSPA1	58	30	13.79
NC_019485	Enterobacter phage EcP1	77	20	9.09
NC_013691	Pseudomonas phage LUZ7	115	25	8.70
NC_005896	Strawberry pallidosis-associated virus	8	5	12.50
NC_019713	Vibrio phage vB_VpaS_MAR10	107	26	10.28
NC_010154	Acidianus filamentous virus 8	61	5	3.28
NC_016435	Gordonia phage GRU1	94	24	3.19
NC_018088	Colwellia phage 9A	149	22	6.04
NC_015464	Campylobacter virus NCTC12673	166	57	10.24
NC_021787	Listeria phage LP-037	114	34	2.63
NC_001824	Lymphocystis disease virus 1	110	74	7.27
NC_004303	Streptococcus phage O1205	57	5	7.02
NC_003214	Sulfolobus islandicus filamentous virus	73	1	1.37
NC_018083	Clostridium phage phiCPV4	28	19	7.14
NC_001493	Ictalurid herpesvirus 1	90	3	2.22
NC_015454	Propionibacterium phage PAD20	45	2	2.22
NC_020483	Pelagibacter phage HTVC019P	59	196	44.07
NC_026927	Synechococcus phage ACG-2014f	292	781	33.56
NC_007808	Pseudomonas phage PA11	70	121	32.86
NC_015453	Propionibacterium phage PAS50	46	3	4.35
NC_008364	Lactococcus phage Q54	47	44	6.38
NC_019495	Cyprinid herpesvirus 2	154	41	2.60
NC_023862	Mycobacterium phage Alsfro	98	21	9.18
NC_021798	Cellulophaga phage phi17:2	198	74	10.10
NC_005262	Burkholderia virus Bcep22	77	102	22.08
NC_014969	Fowl aviadenovirus E	46	8	2.17
NC_007637	Escherichia virus K1E	62	17	11.29
NC_022757	Lactobacillus phage PL-1	59	19	16.95
NC_024371	Mycobacterium phage Damien	93	30	5.38
NC_019724	Escherichia phage HK578	60	46	20.00
NC_021316	Acinetobacter phage Abp1	54	23	16.67
NC_007063	Staphylococcus phage 88	66	32	10.61
NC_007059	Staphylococcus phage 71	67	24	4.48
NC_023611	Invertebrate iridescent virus 30	177	191	9.04
NC_018837	Pectobacterium phage My1	149	153	22.15
NC_021557	Rhizobium phage RR1-B	52	7	13.46
NC_015937	Thermus phage TMA	168	136	6.55
NC_029132	Macropodid alphaherpesvirus 1	76	72	5.26
NC_019720	Enterobacterial phage mEp213	74	106	17.57
NC_001418	Pseudomonas phage Pf3	9	10	11.11
NC_023717	Cronobacter phage CR9	281	70	7.83
NC_021781	Listeria phage LP-125	189	58	6.88
NC_003288	Staphylococcus phage phiETA	66	6	4.55
NC_008370	Lactococcus virus 712	55	25	1.82
NC_012884	Streptococcus phage M102	41	4	7.32
NC_022054	Mycobacterium phage Muddy	71	26	7.04
NC_003529	Mamestra configurata nucleopolyhedrovirus A	169	28	2.96
NC_023688	Aeromonas phage PX29	330	132	8.48
NC_021867	Flavobacterium phage 6H	63	98	17.46
NC_024205	Bacillus phage Hoody T	270	86	3.33
NC_024363	Mycobacterium phage Manad	101	18	5.94
NC_021776	Vibrio phage VPMS1	53	8	7.55
NC_022967	Pseudomonas phage PAK_P2	176	41	11.93
NC_028891	Hawaiian green turtle herpesvirus	15	1	6.67
NC_024388	Leuconostoc phage phiLN34	41	5	7.32
NC_024392	Listeria phage LP-114	116	38	3.45
NC_004664	Streptomyces phage phiBT1	55	57	12.73
NC_024696	Elephant endotheliotropic herpesvirus 5	115	8	1.74
NC_008689	Staphylococcus phage Pvl108	59	21	8.47
NC_020876	Mycobacterium phage First	95	44	11.58
NC_010326	Pseudomonas phage LUZ19	54	3	3.70
NC_016417	Grapevine leafroll-associated virus 6	6	43	16.67
NC_021562	Vibrio phage VFJ	12	6	16.67
NC_003401	Macacine gammaherpesvirus 5	89	32	5.62
NC_018854	Escherichia phage ECBP1	82	22	20.73
NC_016565	Staphylococcus phage S24-1	21	1	4.76
NC_021772	Salmonella phage FSL SP-058	86	41	15.12
NC_004084	Natrialba phage PhiCh1	98	68	5.10
NC_009382	Ralstonia phage RSA1	51	36	19.61
NC_019490	Riemerella phage RAP44	80	38	12.50
NC_002730	Salmonella phage HK620	58	73	13.79
NC_014467	Enterobacteria phage RB16	270	128	14.07
NC_024787	Listeria phage LMTA-148	177	40	7.34
NC_009878	Mycobacterium phage Bethlehem	87	19	11.49
NC_004735	Rhodothermus phage RM378	146	98	9.59
NC_002703	Lactococcus phage Tuc2009	56	39	16.07
NC_011043	Klebsiella phage K11	51	60	21.57
NC_008585	Raspberry leaf mottle virus	10	21	10.00
NC_022973	Mycobacterium phage Conspiracy	86	43	12.79
NC_016650	Rhodococcus phage RGL3	66	58	12.12
NC_024771	Equid alphaherpesvirus 3	80	28	2.50
NC_023728	Mycobacterium phage DeadP	106	16	4.72
NC_008196	Mycobacterium phage Llij	100	34	8.00
NC_009889	RD114 retrovirus	2	1	50.00
NC_019516	Cyanophage S-TIM5	180	261	16.67
NC_007023	Enterobacteria phage RB43	292	118	10.62
NC_023740	Mycobacterium phage JacAttac	102	16	6.86
NC_022767	Bacillus phage Staley	113	25	7.08
NC_019505	Escherichia phage wV7	273	85	8.79
NC_011054	Mycobacterium phage Boomer	105	28	4.76
NC_025426	Staphylococcus phage P108	226	60	4.87
NC_004167	Bacillus phage phi105	51	35	17.65
NC_010945	Streptococcus phage PH15	60	11	10.00
NC_014635	Aeromonas phage phiAS4	271	97	11.07
NC_013590	Felid alphaherpesvirus 1	77	20	3.90
NC_023582	Staphylococcus phage vB_SepS_SEP9	129	62	12.40
NC_021073	Vibrio phage henriette 12B8	154	132	11.04
NC_021857	Shigella phage SfII	58	91	22.41
NC_023841	Dunaliella viridis virus SI2	51	72	21.57
NC_013646	Enterococcus phage phiFL1A	61	24	9.84
NC_021866	Ralstonia phage RSS20	9	1	11.11
NC_009818	Pseudomonas phage MP22	51	6	9.80
NC_025421	Lactobacillus phage Ld3	49	9	8.16
NC_007497	Burkholderia phage Bcep176	81	62	19.75
NC_008799	Staphylococcus phage phiETA3	68	4	5.88
NC_004913	Escherichia Stx1 converting phage	167	43	5.99
NC_024793	Escherichia phage vB_EcoS_AHP42	76	26	11.84
NC_010105	Escherichia phage JS98	266	86	11.28
NC_004688	Mycobacterium phage Omega	237	166	7.59
NC_019539	Salmonella phage Ent1	58	32	13.79
NC_015280	Prochlorococcus phage P-HM1	241	639	28.63
NC_004302	Lactococcus phage r1t	50	7	8.00
NC_013649	Klebsiella phage KP34	57	20	14.04
NC_010811	Ralstonia phage phiRSL1	343	159	5.83
NC_020880	Leuconostoc phage P793	38	2	2.63
NC_022975	Mycobacterium phage HanShotFirst	91	34	10.99
NC_009540	Escherichia virus TLS	87	41	12.64
NC_005066	Enterobacteria phage RB49	279	77	9.32
NC_019416	Stenotrophomonas phage IME15	45	54	22.22
NC_023589	Shigella phage pSb-1	103	23	16.50
NC_005068	Cryptophlebia leucotreta granulovirus	128	4	1.56
NC_001987	Ateline gammaherpesvirus 3	71	43	5.63
NC_009990	Thalassomonas phage BA3	47	87	29.79
NC_007056	Staphylococcus phage EW	77	29	6.49
NC_025412	Melbournevirus	403	149	5.71
NC_015720	Gordonia phage GTE2	57	27	10.53
NC_015266	Burkholderia phage KL3	52	35	21.15
NC_019526	Enterobacteria phage vB_KleM-RaK2	534	520	11.05
NC_019715	Enterobacterial phage mEp234	61	67	24.59
NC_004689	Mycobacterium phage Barnyard	109	9	3.67
NC_023738	Mycobacterium phage Thibault	216	130	6.94
NC_015503	Banana streak UI virus	3	1	33.33
NC_004585	Streptococcus phage 315.2	60	23	11.67
NC_015272	Pseudomonas phage KPP10	158	50	8.23
NC_027016	Papio ursinus cytomegalovirus	84	2	1.19
NC_000871	Streptococcus phage Sfi19	45	5	8.89
NC_023687	Mycobacterium phage Bruns	96	26	9.38
NC_018832	Providencia phage Redjac	41	24	12.20
NC_018087	Acinetobacter phage ZZ1	256	108	11.72
NC_010392	Phage Gifsy-1	58	45	24.14
NC_025447	Escherichia phage 121Q	611	539	9.00
NC_028808	Escherichia phage SUSP1	139	48	10.79
NC_026923	Synechococcus phage ACG-2014d	218	588	36.24
NC_012530	Lactobacillus virus Lb338-1	199	45	4.52
NC_020484	Pelagibacter phage HTVC008M	198	797	48.48
NC_004740	Staphylococcus phage phiN315	65	25	12.31
NC_023731	Mycobacterium phage Trixie	92	44	13.04
NC_001317	Escherichia virus 186	46	18	30.43
NC_008202	Mycobacterium phage Halo	64	22	6.25
NC_016071	Salmonella phage PVP-SE1	244	105	10.25
NC_020872	Cyanophage SS120-1	52	77	28.85
NC_021063	Mycobacterium phage vB_MapS_FF47	73	27	6.85
NC_022233	Suid betaherpesvirus 2	80	6	2.50
NC_025462	Acinetobacter phage vB_AbaM_Acibel004	156	45	7.69
NC_002794	Tupaiid betaherpesvirus 1	158	5	1.27
NC_023584	Synechococcus phage S-MbCM100	210	599	34.76
NC_021783	Salmonella phage iEPS5	73	30	9.59
NC_019541	Acinetobacter phage Bphi-B1251	62	60	33.87
NC_016762	Pseudomonas phage phi297	69	180	24.64
NC_007814	Bacillus phage Fah	50	36	12.00
NC_022331	Mycobacterium phage Bane1	94	12	6.38
NC_020878	Prochlorococcus phage P-GSP1	49	105	28.57
NC_004678	Staphylococcus phage 44AHJD	21	1	4.76
NC_016161	Pediococcus phage clP1	57	4	1.75
NC_004682	Mycobacterium phage Bxz2	86	53	10.47
NC_021792	Cellulophaga phage phi46:3	121	62	11.57
NC_022342	Propionibacterium phage PHL111M01	45	2	2.22
NC_004124	Sweet potato chlorotic stunt virus	7	14	14.29
NC_022986	Pseudomonas phage PAK_P4	172	42	12.79
NC_024143	Mycobacterium phage Lamina13	96	34	10.42
NC_022770	Bacillus phage Pony	48	36	14.58
NC_014461	Mycobacterium phage bron	123	38	6.50
NC_020850	Vibrio phage VBM1	56	5	5.36
NC_008296	Synechococcus phage syn9	226	655	33.63
NC_021330	Halovirus HCTV-1	160	95	6.25
NC_020869	Tetraselmis viridis virus S1	24	2	4.17
NC_003027	Lumpy skin disease virus NI-2490	156	31	4.49
NC_002362	Vibrio phage VfO3K6	10	1	10.00
NC_014663	Acinetobacter phage Acj9	253	72	9.88
NC_022072	Blackberry vein banding associated virus	11	30	9.09
NC_006063	Potato yellow vein virus	5	7	20.00
NC_009761	Staphylococcus phage tp310-1	59	24	8.47
NC_027981	Vibrio phage VP585	58	38	25.86
NC_023560	Oenococcus phage phiS13	54	11	1.85
NC_021317	Salmonella phage L13	28	26	25.00
NC_019934	Cronobacter phage ENT39118	38	88	36.84
NC_004685	Mycobacterium phage Corndog	122	19	4.10
NC_013668	Anguillid herpesvirus 1	134	43	5.97
NC_013059	Salmonella phage g341c	68	106	17.65
NC_005065	Little cherry virus 2	10	28	10.00
NC_001998	Guinea pig Chlamydia phage	9	5	33.33
NC_008291	Taterapox virus	225	101	4.00
NC_019500	Enterobacteria phage Bp7	263	96	10.65
NC_012753	Streptococcus phage 5093	48	39	6.25
NC_022976	Mycobacterium phage Nala	147	150	10.20
NC_019414	Streptomyces phage R4	86	41	5.81
NC_014459	Mycobacterium phage CrimD	95	25	5.26
NC_013936	Mycobacterium virus Ardmore	87	13	6.90
NC_003524	Clostridium phage phi3626	50	62	12.00
NC_015569	Synechococcus phage S-CRM01	297	364	23.91
NC_022754	Salmonella phage SETP7	67	39	13.43
NC_007346	Emiliania huxleyi virus 86	472	239	3.60
NC_017968	Staphylococcus phage TEM123	43	23	11.63
NC_023722	Rhodococcus phage ReqiPine5	84	21	11.90
NC_007603	Escherichia virus Rtp	75	36	14.67
NC_021298	Streptomyces phage Lika	75	231	13.33
NC_018851	Propionibacterium phage ATCC29399B_C	46	2	2.17
NC_003298	Enterobacteria phage T3	55	87	21.82
NC_011104	Lactobacillus phage Lrm1	54	13	11.11
NC_021802	Cellulophaga phage phi10:1	106	62	19.81
NC_022762	Lactobacillus phage phiLdb	59	19	10.17
NC_023724	Mycobacterium phage Larva	97	20	7.22
NC_023730	Mycobacterium phage Redi	69	63	7.25
NC_005264	Psittacid alphaherpesvirus 1	77	8	2.60
NC_016165	Rhodobacter phage RcapMu	58	41	18.97
NC_023723	Mycobacterium phage Aeneas	99	28	8.08
NC_022979	Mycobacterium phage Graduation	97	40	11.34
NC_024364	Listeria phage List-36	174	53	6.90
NC_020205	Xanthomonas citri phage CP2	40	64	37.50
NC_012698	Cassava brown streak virus	2	5	50.00
NC_021308	Mycobacterium phage HINdeR	84	33	13.10
NC_022765	Bacillus virus Riggi	79	109	8.86
NC_005179	Yaba monkey tumor virus	140	31	2.86
NC_014789	Ostreococcus tauri virus 2	237	711	34.18
NC_009016	Vibrio phage VP882	71	36	15.49
NC_022791	Streptococcus phage phiBHN167	49	15	6.12
NC_014229	Streptomyces phage phiSASD1	43	18	16.28
NC_004683	Mycobacterium phage Che9c	84	11	10.71
