Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_024371	Mycobacterium phage Damien	93	25	3.23
NC_019724	Escherichia phage HK578	60	41	15.00
NC_021316	Acinetobacter phage Abp1	54	16	12.96
NC_007063	Staphylococcus phage 88	66	21	7.58
NC_007059	Staphylococcus phage 71	67	25	2.99
NC_023611	Invertebrate iridescent virus 30	177	139	8.47
NC_018837	Pectobacterium phage My1	149	111	16.11
NC_021557	Rhizobium phage RR1-B	52	7	11.54
NC_015937	Thermus phage TMA	168	138	5.36
NC_029132	Macropodid alphaherpesvirus 1	76	70	6.58
NC_019720	Enterobacterial phage mEp213	74	81	13.51
NC_001418	Pseudomonas phage Pf3	9	12	11.11
NC_023717	Cronobacter phage CR9	281	86	7.83
NC_021781	Listeria phage LP-125	189	52	4.76
NC_003288	Staphylococcus phage phiETA	66	3	1.52
NC_008370	Lactococcus virus 712	55	13	1.82
NC_012884	Streptococcus phage M102	41	3	4.88
NC_022054	Mycobacterium phage Muddy	71	21	7.04
NC_003529	Mamestra configurata nucleopolyhedrovirus A	169	26	1.18
NC_023688	Aeromonas phage PX29	330	125	7.88
NC_021867	Flavobacterium phage 6H	63	77	6.35
NC_024205	Bacillus phage Hoody T	270	86	3.70
NC_024363	Mycobacterium phage Manad	101	14	6.93
NC_021776	Vibrio phage VPMS1	53	7	9.43
NC_022967	Pseudomonas phage PAK_P2	176	38	8.52
NC_028891	Hawaiian green turtle herpesvirus	15	1	6.67
NC_024388	Leuconostoc phage phiLN34	41	2	4.88
NC_024392	Listeria phage LP-114	116	35	6.03
NC_004664	Streptomyces phage phiBT1	55	86	16.36
NC_024696	Elephant endotheliotropic herpesvirus 5	115	7	0.87
NC_008689	Staphylococcus phage Pvl108	59	17	8.47
NC_020876	Mycobacterium phage First	95	66	10.53
NC_010326	Pseudomonas phage LUZ19	54	7	7.41
NC_016417	Grapevine leafroll-associated virus 6	6	43	16.67
NC_021562	Vibrio phage VFJ	12	7	16.67
NC_003401	Macacine gammaherpesvirus 5	89	38	3.37
NC_018854	Escherichia phage ECBP1	82	9	8.54
NC_021772	Salmonella phage FSL SP-058	86	39	8.14
NC_004084	Natrialba phage PhiCh1	98	71	5.10
NC_009382	Ralstonia phage RSA1	51	31	11.76
NC_019490	Riemerella phage RAP44	80	23	10.00
NC_002730	Salmonella phage HK620	58	86	18.97
NC_014467	Enterobacteria phage RB16	270	90	9.63
NC_024787	Listeria phage LMTA-148	177	32	5.08
NC_009878	Mycobacterium phage Bethlehem	87	52	11.49
NC_004735	Rhodothermus phage RM378	146	92	8.22
NC_002703	Lactococcus phage Tuc2009	56	27	12.50
NC_011043	Klebsiella phage K11	51	61	21.57
NC_008585	Raspberry leaf mottle virus	10	7	10.00
NC_022973	Mycobacterium phage Conspiracy	86	74	12.79
NC_016650	Rhodococcus phage RGL3	66	111	15.15
NC_024771	Equid alphaherpesvirus 3	80	29	2.50
NC_023728	Mycobacterium phage DeadP	106	21	6.60
NC_008196	Mycobacterium phage Llij	100	31	7.00
NC_009889	RD114 retrovirus	2	1	50.00
NC_019516	Cyanophage S-TIM5	180	195	15.56
NC_007023	Enterobacteria phage RB43	292	87	8.56
NC_023740	Mycobacterium phage JacAttac	102	18	7.84
NC_022767	Bacillus phage Staley	113	14	6.19
NC_019505	Escherichia phage wV7	273	61	7.33
NC_011054	Mycobacterium phage Boomer	105	23	4.76
NC_025426	Staphylococcus phage P108	226	60	4.87
NC_004167	Bacillus phage phi105	51	34	17.65
NC_010945	Streptococcus phage PH15	60	6	5.00
NC_014635	Aeromonas phage phiAS4	271	70	8.49
NC_013590	Felid alphaherpesvirus 1	77	29	2.60
NC_023582	Staphylococcus phage vB_SepS_SEP9	129	72	12.40
NC_021073	Vibrio phage henriette 12B8	154	141	12.34
NC_021857	Shigella phage SfII	58	107	29.31
NC_023841	Dunaliella viridis virus SI2	51	89	21.57
NC_013646	Enterococcus phage phiFL1A	61	26	11.48
NC_009818	Pseudomonas phage MP22	51	10	9.80
NC_025421	Lactobacillus phage Ld3	49	5	8.16
NC_007497	Burkholderia phage Bcep176	81	40	19.75
NC_004913	Escherichia Stx1 converting phage	167	55	7.19
NC_024793	Escherichia phage vB_EcoS_AHP42	76	30	7.89
NC_010105	Escherichia phage JS98	266	44	9.02
NC_004688	Mycobacterium phage Omega	237	243	7.17
NC_019539	Salmonella phage Ent1	58	29	12.07
NC_015280	Prochlorococcus phage P-HM1	241	548	26.14
NC_004302	Lactococcus phage r1t	50	7	8.00
NC_013649	Klebsiella phage KP34	57	14	10.53
NC_010811	Ralstonia phage phiRSL1	343	160	6.41
NC_022975	Mycobacterium phage HanShotFirst	91	69	9.89
NC_009540	Escherichia virus TLS	87	35	10.34
NC_005066	Enterobacteria phage RB49	279	58	8.24
NC_019416	Stenotrophomonas phage IME15	45	43	20.00
NC_023589	Shigella phage pSb-1	103	10	6.80
NC_005068	Cryptophlebia leucotreta granulovirus	128	2	0.78
NC_001987	Ateline gammaherpesvirus 3	71	46	5.63
NC_009990	Thalassomonas phage BA3	47	90	27.66
NC_007056	Staphylococcus phage EW	77	39	10.39
NC_025412	Melbournevirus	403	144	5.46
NC_015720	Gordonia phage GTE2	57	25	8.77
NC_015266	Burkholderia phage KL3	52	19	13.46
NC_019526	Enterobacteria phage vB_KleM-RaK2	534	445	9.55
NC_019715	Enterobacterial phage mEp234	61	43	21.31
NC_004689	Mycobacterium phage Barnyard	109	11	1.83
NC_023738	Mycobacterium phage Thibault	216	180	9.72
NC_004585	Streptococcus phage 315.2	60	25	10.00
NC_015272	Pseudomonas phage KPP10	158	54	8.86
NC_027016	Papio ursinus cytomegalovirus	84	2	1.19
NC_000871	Streptococcus phage Sfi19	45	3	4.44
NC_023687	Mycobacterium phage Bruns	96	27	6.25
NC_018832	Providencia phage Redjac	41	27	17.07
NC_018087	Acinetobacter phage ZZ1	256	91	10.55
NC_010392	Phage Gifsy-1	58	44	18.97
NC_025447	Escherichia phage 121Q	611	500	8.35
NC_028808	Escherichia phage SUSP1	139	26	8.63
NC_026923	Synechococcus phage ACG-2014d	218	423	28.90
NC_012530	Lactobacillus virus Lb338-1	199	34	3.52
NC_020484	Pelagibacter phage HTVC008M	198	648	46.97
NC_004740	Staphylococcus phage phiN315	65	25	9.23
NC_001362	Friend murine leukemia virus	3	1	33.33
NC_023731	Mycobacterium phage Trixie	92	79	10.87
NC_001317	Escherichia virus 186	46	5	8.70
NC_008202	Mycobacterium phage Halo	64	32	4.69
NC_016071	Salmonella phage PVP-SE1	244	118	9.02
NC_020872	Cyanophage SS120-1	52	100	30.77
NC_021063	Mycobacterium phage vB_MapS_FF47	73	23	6.85
NC_022233	Suid betaherpesvirus 2	80	5	2.50
NC_025462	Acinetobacter phage vB_AbaM_Acibel004	156	47	8.33
NC_002794	Tupaiid betaherpesvirus 1	158	3	0.63
NC_023584	Synechococcus phage S-MbCM100	210	413	31.43
NC_021783	Salmonella phage iEPS5	73	31	9.59
NC_019541	Acinetobacter phage Bphi-B1251	62	38	11.29
NC_016762	Pseudomonas phage phi297	69	181	23.19
NC_007814	Bacillus phage Fah	50	36	14.00
NC_022331	Mycobacterium phage Bane1	94	22	7.45
NC_020878	Prochlorococcus phage P-GSP1	49	110	22.45
NC_016161	Pediococcus phage clP1	57	9	3.51
NC_004682	Mycobacterium phage Bxz2	86	94	12.79
NC_021792	Cellulophaga phage phi46:3	121	40	9.92
NC_022342	Propionibacterium phage PHL111M01	45	3	4.44
NC_004124	Sweet potato chlorotic stunt virus	7	16	14.29
NC_022986	Pseudomonas phage PAK_P4	172	36	7.56
NC_024143	Mycobacterium phage Lamina13	96	43	8.33
NC_022770	Bacillus phage Pony	48	59	16.67
NC_014461	Mycobacterium phage bron	123	36	7.32
NC_020850	Vibrio phage VBM1	56	4	3.57
NC_008296	Synechococcus phage syn9	226	457	29.20
NC_021330	Halovirus HCTV-1	160	85	6.25
NC_003027	Lumpy skin disease virus NI-2490	156	25	3.85
NC_014663	Acinetobacter phage Acj9	253	54	10.28
NC_022072	Blackberry vein banding associated virus	11	38	9.09
NC_006063	Potato yellow vein virus	5	7	20.00
NC_009761	Staphylococcus phage tp310-1	59	24	8.47
NC_027981	Vibrio phage VP585	58	35	20.69
NC_023560	Oenococcus phage phiS13	54	12	3.70
NC_021317	Salmonella phage L13	28	26	17.86
NC_019934	Cronobacter phage ENT39118	38	90	34.21
NC_004685	Mycobacterium phage Corndog	122	51	5.74
NC_013668	Anguillid herpesvirus 1	134	33	3.73
NC_013059	Salmonella phage g341c	68	117	16.18
NC_005065	Little cherry virus 2	10	40	10.00
NC_008291	Taterapox virus	225	75	3.11
NC_019500	Enterobacteria phage Bp7	263	64	9.89
NC_012753	Streptococcus phage 5093	48	36	8.33
NC_022976	Mycobacterium phage Nala	147	151	9.52
NC_019414	Streptomyces phage R4	86	44	8.14
NC_014459	Mycobacterium phage CrimD	95	27	6.32
NC_013936	Mycobacterium virus Ardmore	87	11	6.90
NC_003524	Clostridium phage phi3626	50	74	14.00
NC_015569	Synechococcus phage S-CRM01	297	241	17.85
NC_022754	Salmonella phage SETP7	67	45	16.42
NC_007346	Emiliania huxleyi virus 86	472	194	3.60
NC_017968	Staphylococcus phage TEM123	43	27	11.63
NC_023722	Rhodococcus phage ReqiPine5	84	20	8.33
NC_007603	Escherichia virus Rtp	75	38	9.33
NC_021298	Streptomyces phage Lika	75	227	13.33
NC_018851	Propionibacterium phage ATCC29399B_C	46	3	6.52
NC_003298	Enterobacteria phage T3	55	98	18.18
NC_011104	Lactobacillus phage Lrm1	54	13	9.26
NC_021802	Cellulophaga phage phi10:1	106	28	9.43
NC_022762	Lactobacillus phage phiLdb	59	28	11.86
NC_023724	Mycobacterium phage Larva	97	38	9.28
NC_023730	Mycobacterium phage Redi	69	70	11.59
NC_005264	Psittacid alphaherpesvirus 1	77	9	1.30
NC_016165	Rhodobacter phage RcapMu	58	38	17.24
NC_023723	Mycobacterium phage Aeneas	99	60	7.07
NC_022979	Mycobacterium phage Graduation	97	52	10.31
NC_024364	Listeria phage List-36	174	46	4.60
NC_025411	Boiling Springs Lake RNA-DNA hybrid virus	3	1	33.33
NC_020205	Xanthomonas citri phage CP2	40	69	35.00
NC_012698	Cassava brown streak virus	2	1	50.00
NC_021308	Mycobacterium phage HINdeR	84	63	15.48
NC_022765	Bacillus virus Riggi	79	126	8.86
NC_005179	Yaba monkey tumor virus	140	21	3.57
NC_014789	Ostreococcus tauri virus 2	237	625	29.54
NC_009016	Vibrio phage VP882	71	36	14.08
NC_022791	Streptococcus phage phiBHN167	49	15	8.16
NC_014229	Streptomyces phage phiSASD1	43	25	18.60
NC_004683	Mycobacterium phage Che9c	84	14	8.33
